Depth,LAGMWT,Time,EditFlag,TORQUE,MOTOR_RPM,STRATESUM,MWOUT,LAGMWDIFF,MWIN,BIT_RPM,DXC,MUDRETDEPTH,PUMP,LAGMTEMP,RigActivityCode,MRIN,FLOWOUT,ROP_AVG,LAGMRES,TOTGAS,MROUT,MTIN,LAGMRDIFF,FLOWIN,WOB,ONBOTTOM_TIME,ECDBIT,MTOUT,BIT_DIST,SURF_RPM,LAGMTDIFF,surfNs,surfEw,TVD_calc,GRMA,BCAV,WCLA,WCAR,WQFM,RHOB,BPHI,PEF,BS_ARC,ropAv,ropMn,ropMx,wobAv,tqAv,rpmAv,wtMudAv,ecdTdAv,dxcAv,methAv,methMn,methMx,ethAv,ethMn,ethMx,propAv,propMn,propMx,ibutAv,ibutMn,ibutMx,nbutAv,nbutMn,nbutMx,ipentAv,ipentMn,ipentMx,npentAv,npentMn,npentMx,gasAv,gasPeak,gasBackgnd,LITH,FACIES
3300.0,1280.0,2013-11-28 12:54:29,0.0,3768.1461,0.0,0.30077287,1280.0,0.0,1280.0,0.26709381,0.98767405,3299.0,3112134.6,0.0,111.0,0.0,0.016037011,0.0050745891,0.0,0.00010829921,0.0,0.0,0.0,0.006662119100000001,-19762.743000000002,194.0,1293.6605,0.0,0.99521129,0.26709381,0.0,6479086.30962245,435378.02463069384,2847.3249394240956,31.023511757190466,8.735137635923024,9.20838337651792,0.0002492610567052726,89.88388902069269,2.1800889544410795,27.71493005159989,5.712942561379748,8.500000000000002,0.00618085020370282,0.004128480061698282,0.006124435888453568,33126.0526543671,22487.686851618462,1.4392573139017613,1287.4076628697655,1335.2851983053022,0.9876717674815148,203.00000000000003,11.000000000000002,302.9999999999983,10.000000111758709,-999.0000000000001,14.00000000000015,5.0,-999.0000000000001,7.000000000000105,-1.0244548320770264e-08,-999.0,9.325873406851315e-15,1.1175870895385742e-08,-999.0000000000001,7.549516567451064e-15,-6.51925802230835e-09,-999.0,-5.10702591327572e-15,3.725290298461914e-08,-998.9999999999999,-9.325873406851315e-15,330.00000000000006,338.0,322.0,claystone,
3305.0,1280.0,2013-11-28 16:48:21,0.0,20991.542999999998,0.0,1.6745581999999999,1306.2254,26.225434000000003,1306.2254,1.3141475,0.98767405,3301.7245,17932214.0,0.0,111.0,0.0,0.038980972,0.004088054,0.0,0.00018335271,0.0,0.0,0.0,0.037091464,26217.863999999998,1617.0,1360.874,0.0,5.995622,1.3147203,0.0,6479086.564390023,435382.61904565594,2849.282026944276,32.27023635701834,8.731961172576362,9.232433943657592,1.5875587797075393e-11,90.44291196389268,2.17872966874119,27.91934625093351,5.955437552775769,8.5,0.0029103846645483944,0.003450436757593686,0.0037330783844767546,47311.37025373838,20076.88867231071,1.2722440466768092,1323.4458431433084,1381.3640836445331,0.987673908588637,183.37028344761933,11.367051567272053,-2859.0280969543473,371870374.5631922,-898.5176282893655,-305.36467315451523,-650894961.2792928,-898.9689697309134,-171.6659553244409,129404745.82093339,-907.6215075392502,-16.192027235949336,110196332.83352174,-875.7358512697027,-55.511086197502195,129404745.8206556,-907.6050036227614,-14.985179687106541,129404745.82081486,-875.400913265191,-23.57990947972933,355.3461721396536,378.3607222899292,333.2897844278497,marl,
3310.0,1315.2258,2013-11-28 17:01:59,0.0,22610.382999999998,0.0,1.7667643,1320.0146,4.7887933,1320.0146,1.3287058999999999,0.98767405,3301.7245,20878002.0,0.0,111.0,0.0,0.041079253999999996,0.005159383,0.0,0.00017616453000000003,0.0,0.0,0.0,0.039133829,83492.293,2435.0,1382.0713,0.0,10.997926,1.3286738999999999,0.0,6479086.79541847,435387.2170069001,2851.2336279321557,32.3885631645483,8.795830779085083,14.334797404605887,-0.005066555939231432,84.12631729236732,2.1865160301809277,27.946696279971246,6.688410212691759,8.499999999999998,0.005238683589018729,0.004282585944748526,0.004577546169682299,103622.84817278622,23797.900814392982,1.211997010810374,1319.4203426418856,1381.8619329483408,0.9876740857087187,165.53934879198812,11.592064382794875,-4060.4077081125783,512310551.93529576,-735.1076612246895,-426.4241241793101,-1673208416.9863658,-736.346031314988,-239.4788443701077,178275608.66467747,-756.5495691899604,-20.0468627092968,151812966.24047214,-681.3348427634677,-74.20873091089071,178275608.6640218,-756.5569831910408,-18.98988201709704,178275608.6643976,-680.7173252124535,-30.830309699502262,364.2330294858082,408.85616828259435,322.4462989015478,marl,
3315.0,1320.0008,2013-11-28 17:46:39,0.0,24296.981,0.0,1.7682852999999998,1320.0,-0.0008154202799999999,1320.0,1.4208871,0.98767405,3302.8926,20728354.0,0.0,111.0,0.0,0.041359136,0.005971469300000001,0.0,0.00018825522,0.0,0.0,0.0,0.039167519,97087.882,3442.0,1381.7741,0.0,15.997564,1.4201163,0.0,6479087.002891628,435391.818405876,2853.179716164339,34.44133947071284,8.614195649633292,11.293518912813605,0.01990720759579677,88.75748627498817,2.174652360927367,29.078155537417032,5.0051158506362,8.500000000000002,0.005319622781,0.0035657392999999997,0.005329471,62410.279905531206,23431.01446,1.4946477344000002,1317.6834640000002,1378.0394019999999,0.9876740499999991,150.8470245762585,11.671452040198774,-3825.6667687354766,483332072.7906698,-536.1605068346937,-402.2978677253206,-2855217714.166597,-538.1344249430791,-226.12868024874876,168191577.01784423,-568.0178171067606,-15.959792071209005,143225774.9407232,-456.1788639323373,-67.04968939400011,168191577.01686904,-568.0642056588716,-15.753911101676582,168191577.017428,-455.39233785067677,-26.924359760367302,361.4512064916918,430.1270785139649,297.93256055835315,claystone,
3320.0,1320.0,2013-11-28 18:02:50,0.0,24931.313,0.0,1.7833046000000001,1320.0,-1.5581106e-06,1320.0,1.5959484,0.98767405,3306.1559,20553813.0,0.0,111.0,0.0,0.043607078,0.0054191089000000005,0.0,0.0002761118,0.0,0.0,0.0,0.039500196,54793.206,4333.0,1381.5933,0.0,20.990648999999998,1.5939306999999998,0.0,6479087.18699334,435396.42313403345,2855.1202654174317,31.871333933535386,8.658145311939276,9.388957521828964,3.460494362193049,86.04220480999462,2.270732581813687,21.419279930750434,4.568160285462136,8.5,0.00563266665613357,0.004170142662142242,0.005200398497410285,54583.59965659251,24036.303884209887,1.6414449940223264,1319.0985032208287,1380.022675964798,0.9876740529076412,140.63313934358254,11.60162813311406,-2679.333214083825,346946467.803673,-329.06657314809917,-286.10541844348194,-3985200204.865361,-331.3373908060417,-161.3054760721124,120731639.3670457,-364.25988344428094,-8.326100972852544,102810633.65414695,-240.64980422735448,-44.99071690066509,120731639.36596762,-364.3349379802867,-9.017071052550222,120731639.36658548,-239.86905318874972,-17.035218763372942,351.79133761053293,442.81419352000995,268.2115865355245,claystone,
3325.0,1320.0,2013-11-28 18:18:12,0.0,24330.264,0.0,1.7833333999999998,1320.0,2.7794590000000003e-09,1320.0,1.6532368999999998,0.98767405,3311.3763,20492430.0,0.0,111.0,0.0,0.043191220999999995,0.0054352483,0.0,0.00025307232000000004,0.0,0.0,0.0,0.039500834,50301.579000000005,5255.0,1381.1635,0.0,25.996929,1.6532619999999998,0.0,6479087.347907445,435401.03108282224,2857.0552494680396,30.10554166411781,8.596799000421361,9.527902266974898,1.933844073287597,88.5393120410272,2.2768250372538863,23.630491034886024,6.141124899328618,8.5,0.004965914332711132,0.00557794548885157,0.004546412012219194,77025.23423977199,25149.857004850808,1.6079911284319452,1322.4693941678481,1384.7119604310808,0.9876740418992439,136.23752163711237,11.379006255171035,-1145.9349794184045,165165267.64866343,-141.21626819362746,-130.96629098472985,-4851433241.128037,-142.9581690947303,-74.69924495194672,57474784.19889361,-167.50940035715067,-1.5410750653940006,48943417.1006152,-75.12955309956104,-18.988568684720168,57474784.19808779,-167.57744710931846,-2.5191659814230025,57474784.198549636,-74.59057323556092,-6.336045809567668,340.0440572955596,447.55825383669867,241.74639397032053,marl,
3330.0,1320.0,2013-11-28 18:59:10,0.0,23434.06,0.0,1.7834103,1320.0,4.2088347e-12,1320.0,1.6577301,0.98767405,3318.8014,20656442.0,0.0,111.0,0.0,0.04294276,0.004738274000000001,0.0,0.00025245603999999997,0.0,0.0,0.0,0.039502538999999996,56835.194,6201.0,1380.8744,0.0,30.979458,1.65745,0.0,6479087.485817787,435405.64214369224,2858.9846420927665,33.491609755935805,8.68832531723894,13.93715353002824,0.3397428692478005,85.22848637137638,2.128634140232448,31.098078689729274,5.935212524692886,8.499999999999998,0.004650024798167731,0.006459588788911029,0.004266358231684943,95573.83708706584,25792.992040860838,1.6489922046657437,1324.3907073000491,1387.2886727213622,0.9876740355964465,139.0,11.0,250.00000000000003,2.9999999441206455,2.1316282072803006e-14,10.000000000000075,-5242194175.0,7.815970093361102e-14,3.999999999999993,-1.862645149230957e-08,-2.1316282072803006e-14,3.552713678800501e-15,-1.955777406692505e-08,5.684341886080802e-14,-3.552713678800501e-15,-2.7939677238464355e-09,-7.105427357601002e-15,-3.552713678800501e-15,1.862645149230957e-09,8.526512829121202e-14,3.552713678800501e-15,331.0,445.0,227.00000000000006,marl,
3335.0,1320.0,2013-11-28 19:10:31,0.0,23348.027000000002,0.0,1.8000275000000001,1320.0,-6.9823986e-15,1320.0,2.1391571,0.98767405,3322.4998,20650815.0,0.0,111.0,0.0,0.044149725,0.008811767199999999,0.0,0.00036779114999999996,0.0,0.0,0.0,0.03987061,37638.028,6882.0,1380.8929999999998,0.0,35.992876,2.1392382999999997,0.0,6479087.600908206,435410.2562080933,2860.908417068219,67.12984028500433,9.109112711487116,26.304074966091573,0.9291157392114463,72.65269047430697,2.1746065214006354,38.342362977715325,9.466495804401834,8.500000000000002,0.004625121583506974,0.006904552196873469,0.004284462613607494,109238.9520890276,26018.786517615194,1.7491513095737703,1325.1168740720107,1388.129949042954,0.9876740332142828,149.6496377622015,10.50620327701607,1095.0580614026487,-99642373.10918763,74.90423086898969,94.92173912133923,-5011753981.926778,77.97959175520059,51.38693073715928,-34673901.31900169,119.98880461997635,-6.491622012298585,-29527021.956624873,-43.097603133167574,4.013289697170733,-34673901.317619234,120.12885484624977,-3.9129533530847103,-34673901.31841154,-43.93526736986905,-1.6108593948373722,328.77952763534586,436.4598792598976,230.56715617683517,marl,
3340.0,1320.0,2013-11-28 19:21:31,0.0,23348.027000000002,0.0,1.8000275000000001,1320.0,-6.9823986e-15,1320.0,2.1391571,0.98767405,3322.4998,20650815.0,0.0,111.0,0.0,0.044149725,0.008811767199999999,0.0,0.00036779114999999996,0.0,0.0,0.0,0.03987061,37638.028,6882.0,1380.8929999999998,0.0,35.992876,2.1392382999999997,0.0,6479087.693362543,435414.8731674752,2862.826548171001,57.89135237058522,8.9851657703315,20.14987392851996,2.1299479414433233,77.71291093951083,2.1737848468699217,35.49995038671234,8.205096623484717,8.499999999999998,0.0048219922445451955,0.007011842691120846,0.004518407064830847,117252.83058953648,25887.245133212116,1.8913587455050702,1324.9268980348259,1387.647809361337,0.9876740338374919,166.47243740088837,10.119931258773551,1420.2826319889589,-137273218.21068332,94.66805370925795,126.91840803618722,-4278358130.954487,101.20594331954621,69.19495947368142,-47768814.15139145,189.99397708532288,-17.378529675763772,-40678169.19337778,-182.0770957173776,-2.930175859493131,-47768814.14846813,190.2994427384667,-11.565710817874479,-47768814.15014352,-183.81363674862712,-8.394877890723247,334.82191194614205,425.9771657224308,251.5695517131512,marl,
3345.0,1320.0,2013-11-28 19:33:31,0.0,25158.697,0.0,1.8,1320.0,4.4488901e-22,1320.0,1.9718466000000001,0.98767405,3329.3761,18412845.0,0.0,111.0,0.0,0.042426339,0.0084562083,0.0,0.00032980301,0.0,0.0,0.0,0.039869999999999996,44564.583,8168.0,1379.9339,0.0,45.997484,1.9748063999999999,0.0,6479087.763364639,435419.4929132876,2864.7390091777197,58.7459430916679,8.869732313731355,21.014190672879863,0.006472627319612003,78.74392108293489,2.152638455738663,38.3477066493013,8.049391463542516,8.500000000000002,0.005171424337098732,0.006880467250035106,0.004885873492199016,118847.7239324717,25458.372585749803,2.0585048148086895,1324.0997827395888,1386.2542736419928,0.9876740365508129,187.1436361800362,10.10867943361157,1367.8314114503903,-129508467.47749986,78.17550528164901,120.35728766301068,-3226245714.529397,87.35010730961801,65.44218348889655,-45066809.46642771,211.50660012601912,-27.416772148331034,-38377241.163175255,-382.0477797243981,-13.81681713876686,-45066809.46233868,211.94180743830054,-18.979533304665097,-45066809.46468217,-384.4472014186467,-15.988928343420026,349.89615213519716,418.2708402076539,287.26061023628705,marl,
3350.0,1320.0,2013-11-28 19:54:05,0.0,26236.167,0.0,1.8,1320.0,1.2055548999999999e-25,1320.0,1.8190171999999998,0.98767405,3335.723,19604429.0,0.0,111.0,0.0,0.042656862999999996,0.007391549200000001,0.0,0.00029222432,0.0,0.0,0.0,0.039869999999999996,60928.602999999996,8830.0,1379.8562,0.0,50.996128999999996,1.7357418999999998,0.0,6479087.811098334,435424.1153369804,2866.645773864978,55.487435601557145,8.870220238460181,25.093405178163295,8.905241054837678,64.08048708219704,2.17585469346794,37.06328648706997,8.246702377038908,8.500000000000002,0.005604205416983918,0.006609432851998201,0.005304543802556007,113255.88346171251,24792.173573326487,2.233479819833674,1322.9145317373943,1384.361361850403,0.9876740404389851,209.33847136362039,10.739943289869236,1079.8620994784017,-92964056.08264972,44.310622347006955,89.60565892027618,-2039655825.0977738,54.08313634199693,48.146700062134634,-32349958.233368937,186.01775647204437,-31.362398587935832,-27548037.318933778,-608.1189571259965,-21.633054609425734,-32349958.229022853,186.48599270740095,-22.17568172375235,-32349958.23151367,-610.6480546623002,-20.029883608690117,374.7712474053195,418.0598835356205,334.8937553735812,marl,
3355.0,1320.0,2013-11-28 20:05:39,0.0,23293.493,0.0,1.8,1320.0,2.1578222e-28,1320.0,2.5221077999999997,0.98767405,3339.284,20654775.0,0.0,111.0,0.0,0.043967951,0.006793047900000001,0.0,0.00044885220000000003,0.0,138.97624,0.0,0.039869999999999996,40202.384,9524.0,1379.8418,0.0,55.988962,2.5205151000000003,0.0,6479087.836746439,435428.7403301577,2868.5468154574182,27.78754073740029,9.077508727332761,15.360957248835406,-0.007019088500497415,83.59692916295693,2.176650727914092,28.356915144164926,8.97854636713334,8.499999999999998,0.006051123040017088,0.006297746475392081,0.0056920999027458286,99709.5605211381,23948.652794040383,2.3991740629290677,1321.650148579335,1382.381093952048,0.9876740445867476,230.73218021561655,12.281218315885678,698.532395764452,-44255919.1991456,11.957441666175932,49.030802726450474,-902827555.1058861,19.076083033263927,25.32660647272577,-15400331.421473566,115.01852885337826,-23.97145815251369,-13114357.11356987,-825.3999298939414,-19.365308740245027,-15400331.418312639,115.3620423074176,-17.175416985432058,-15400331.420124216,-827.2282897619607,-16.15461654229599,410.2161969593177,430.0632765263847,391.72241075237275,marl,
