x,y,tvd,md,well
458689.1028,6785865.168,2042.143277,2364.362375,B2
458689.2145,6785865.178,2042.246284,2364.514675,B2
458689.3262,6785865.188,2042.349299,2364.666975,B2
458689.438,6785865.198,2042.45239,2364.819375,B2
458689.5497,6785865.208,2042.555421,2364.971675,B2
458689.6615,6785865.218,2042.658529,2365.124075,B2
458689.7732,6785865.228,2042.761577,2365.276375,B2
458689.8853,6785865.238,2042.865039,2365.429275,B2
458689.997,6785865.249,2042.968104,2365.581575,B2
458690.1086,6785865.259,2043.071177,2365.733875,B2
458690.2204,6785865.269,2043.174326,2365.886275,B2
458690.332,6785865.279,2043.277415,2366.038575,B2
458690.4437,6785865.289,2043.380581,2366.190975,B2
458690.5554,6785865.299,2043.483687,2366.343275,B2
458690.6671,6785865.309,2043.586869,2366.495675,B2
458690.7787,6785865.319,2043.689991,2366.647975,B2
458690.8907,6785865.329,2043.79346,2366.800775,B2
458691.0024,6785865.339,2043.896667,2366.953175,B2
458691.114,6785865.349,2043.999814,2367.105475,B2
458691.2256,6785865.359,2044.103038,2367.257875,B2
458691.3372,6785865.369,2044.206202,2367.410175,B2
458691.4489,6785865.38,2044.309443,2367.562575,B2
458691.5604,6785865.39,2044.412626,2367.714875,B2
458691.672,6785865.4,2044.515817,2367.867175,B2
458691.7836,6785865.41,2044.619084,2368.019575,B2
458691.8955,6785865.42,2044.722631,2368.172375,B2
458692.0072,6785865.43,2044.825915,2368.324775,B2
458692.1187,6785865.44,2044.929139,2368.477075,B2
458692.2303,6785865.45,2045.032439,2368.629475,B2
458692.3418,6785865.46,2045.13568,2368.781775,B2
458692.4533,6785865.47,2045.238929,2368.934075,B2
458692.5649,6785865.48,2045.342254,2369.086475,B2
458692.6764,6785865.49,2045.44552,2369.238775,B2
458692.788,6785865.5,2045.548861,2369.391175,B2
458692.8998,6785865.51,2045.652482,2369.543975,B2
458693.0113,6785865.52,2045.755773,2369.696275,B2
458693.1228,6785865.53,2045.859139,2369.848675,B2
458693.2343,6785865.54,2045.962446,2370.000975,B2
458693.3458,6785865.55,2046.065829,2370.153375,B2
458693.4573,6785865.56,2046.169152,2370.305675,B2
458693.5688,6785865.57,2046.272551,2370.458075,B2
458693.6802,6785865.58,2046.375892,2370.610375,B2
458693.792,6785865.59,2046.47958,2370.763175,B2
458693.9035,6785865.6,2046.583007,2370.915575,B2
458694.0149,6785865.61,2046.686374,2371.067875,B2
458694.1264,6785865.62,2046.789817,2371.220275,B2
458694.2377,6785865.629,2046.893201,2371.372575,B2
458694.3492,6785865.639,2046.996661,2371.524975,B2
458694.4606,6785865.649,2047.100061,2371.677275,B2
458694.572,6785865.659,2047.20347,2371.829575,B2
458694.6834,6785865.669,2047.306954,2371.981975,B2
458694.7951,6785865.679,2047.410719,2372.134775,B2
458694.9065,6785865.689,2047.51422,2372.287175,B2
458695.0179,6785865.699,2047.617661,2372.439475,B2
458695.1293,6785865.709,2047.721179,2372.591875,B2
458695.2406,6785865.719,2047.824637,2372.744175,B2
458695.3519,6785865.729,2047.928103,2372.896475,B2
458695.4633,6785865.739,2048.031645,2373.048875,B2
458695.5746,6785865.749,2048.135128,2373.201175,B2
458695.686,6785865.758,2048.238687,2373.353575,B2
458695.7976,6785865.768,2048.342525,2373.506375,B2
458695.9089,6785865.778,2048.446033,2373.658675,B2
458696.0203,6785865.788,2048.549618,2373.811075,B2
458696.1315,6785865.798,2048.653144,2373.963375,B2
458696.2429,6785865.808,2048.756747,2374.115775,B2
458696.3541,6785865.818,2048.86029,2374.268075,B2
458696.4654,6785865.828,2048.963909,2374.420475,B2
458696.5767,6785865.837,2049.067468,2374.572775,B2
458696.6883,6785865.847,2049.171376,2374.725575,B2
458696.7996,6785865.857,2049.27502,2374.877975,B2
458696.9108,6785865.867,2049.378604,2375.030275,B2
458697.0221,6785865.877,2049.482264,2375.182675,B2
458697.1333,6785865.887,2049.585865,2375.334975,B2
458697.2445,6785865.897,2049.689542,2375.487375,B2
458697.3557,6785865.906,2049.793159,2375.639675,B2
458697.4669,6785865.916,2049.896784,2375.791975,B2
458697.5781,6785865.926,2050.000486,2375.944375,B2
458697.6897,6785865.936,2050.104468,2376.097175,B2
458697.8009,6785865.946,2050.208186,2376.249575,B2
458697.912,6785865.956,2050.311844,2376.401875,B2
458698.0232,6785865.965,2050.415578,2376.554275,B2
458698.1344,6785865.975,2050.519253,2376.706575,B2
458698.2455,6785865.985,2050.622936,2376.858875,B2
458698.3567,6785865.995,2050.726696,2377.011275,B2
458698.4678,6785866.005,2050.830398,2377.163575,B2
458698.579,6785866.014,2050.934176,2377.315975,B2
458698.6904,6785866.024,2051.038235,2377.468775,B2
458698.8015,6785866.034,2051.141962,2377.621075,B2
458698.9127,6785866.044,2051.245765,2377.773475,B2
458699.0238,6785866.054,2051.349508,2377.925775,B2
458699.1349,6785866.063,2051.453327,2378.078175,B2
458699.2459,6785866.073,2051.557087,2378.230475,B2
458699.3571,6785866.083,2051.660923,2378.382875,B2
458699.4681,6785866.093,2051.764699,2378.535175,B2
458699.5795,6785866.102,2051.868823,2378.687975,B2
458699.6906,6785866.112,2051.972684,2378.840375,B2
458699.8016,6785866.122,2052.076485,2378.992675,B2
458699.9127,6785866.132,2052.180361,2379.145075,B2
458700.0237,6785866.141,2052.284178,2379.297375,B2
458700.1348,6785866.151,2052.388072,2379.449775,B2
458700.2458,6785866.161,2052.491905,2379.602075,B2
458700.3569,6785866.171,2052.595815,2379.754475,B2
458700.4678,6785866.18,2052.699665,2379.906775,B2
458700.5792,6785866.19,2052.803864,2380.059575,B2
458700.6902,6785866.2,2052.9078,2380.211975,B2
458700.8012,6785866.21,2053.011677,2380.364275,B2
458700.9122,6785866.219,2053.115631,2380.516675,B2
458701.0231,6785866.229,2053.219524,2380.668975,B2
458701.134,6785866.239,2053.323426,2380.821275,B2
458701.245,6785866.248,2053.427404,2380.973675,B2
458701.356,6785866.258,2053.531323,2381.125975,B2
458701.4669,6785866.268,2053.635317,2381.278375,B2
458701.5782,6785866.277,2053.739593,2381.431175,B2
458701.6892,6785866.287,2053.843604,2381.583575,B2
458701.8001,6785866.297,2053.947555,2381.735875,B2
458701.9109,6785866.306,2054.051515,2381.888175,B2
458702.0219,6785866.316,2054.15555,2382.040575,B2
458702.1327,6785866.326,2054.259526,2382.192875,B2
458702.2437,6785866.335,2054.363578,2382.345275,B2
458702.3545,6785866.345,2054.46757,2382.497575,B2
458702.4657,6785866.355,2054.571912,2382.650375,B2
458702.5766,6785866.364,2054.675989,2382.802775,B2
458702.6875,6785866.374,2054.780005,2382.955075,B2
458702.7984,6785866.384,2054.884098,2383.107475,B2
458702.9092,6785866.393,2054.988132,2383.259775,B2
458703.0201,6785866.403,2055.092243,2383.412175,B2
458703.1308,6785866.413,2055.196294,2383.564475,B2
458703.2417,6785866.422,2055.300423,2383.716875,B2
458703.3525,6785866.432,2055.404492,2383.869175,B2
458703.4636,6785866.441,2055.50891,2384.021975,B2
458703.5745,6785866.451,2055.613063,2384.174375,B2
458703.6852,6785866.461,2055.717157,2384.326675,B2
458703.7961,6785866.47,2055.821326,2384.479075,B2
458703.9068,6785866.48,2055.925436,2384.631375,B2
458704.0175,6785866.49,2056.029554,2384.783675,B2
458704.1283,6785866.499,2056.133748,2384.936075,B2
458704.2391,6785866.509,2056.237882,2385.088375,B2
458704.3498,6785866.518,2056.342093,2385.240775,B2
458704.4609,6785866.528,2056.446585,2385.393575,B2
458704.5717,6785866.537,2056.550812,2385.545975,B2
458704.6824,6785866.547,2056.654979,2385.698275,B2
458704.7931,6785866.557,2056.759154,2385.850575,B2
458704.9038,6785866.566,2056.863406,2386.002975,B2
458705.0145,6785866.576,2056.967597,2386.155275,B2
458705.1252,6785866.585,2057.071865,2386.307675,B2
458705.2359,6785866.595,2057.176073,2386.459975,B2
458705.3469,6785866.604,2057.280633,2386.612775,B2
458705.4576,6785866.614,2057.384928,2386.765175,B2
458705.5682,6785866.624,2057.489163,2386.917475,B2
458705.6789,6785866.633,2057.593474,2387.069875,B2
458705.7896,6785866.643,2057.697726,2387.222175,B2
458705.9002,6785866.652,2057.802054,2387.374575,B2
458706.0108,6785866.662,2057.906322,2387.526875,B2
458706.1215,6785866.671,2058.010666,2387.679275,B2
458706.2321,6785866.681,2058.11495,2387.831575,B2
458706.343,6785866.69,2058.219585,2387.984375,B2
458706.4537,6785866.7,2058.323954,2388.136775,B2
458706.5642,6785866.709,2058.428263,2388.289075,B2
458706.6749,6785866.719,2058.532648,2388.441475,B2
458706.7854,6785866.728,2058.636973,2388.593775,B2
458706.896,6785866.738,2058.741306,2388.746075,B2
458707.0066,6785866.747,2058.845716,2388.898475,B2
458707.1171,6785866.757,2058.950066,2389.050775,B2
458707.2277,6785866.766,2059.054492,2389.203175,B2
458707.3386,6785866.776,2059.1592,2389.355975,B2
458707.4492,6785866.785,2059.263642,2389.508375,B2
458707.5597,6785866.795,2059.368022,2389.660675,B2
458707.6701,6785866.804,2059.472409,2389.812975,B2
458707.7807,6785866.814,2059.576872,2389.965375,B2
458707.8912,6785866.823,2059.681272,2390.117675,B2
458708.0017,6785866.833,2059.785747,2390.270075,B2
458708.1122,6785866.842,2059.890159,2390.422375,B2
458708.2231,6785866.852,2059.994989,2390.575275,B2
458708.3336,6785866.861,2060.099414,2390.727575,B2
458708.444,6785866.87,2060.203845,2390.879875,B2
458708.5545,6785866.88,2060.308351,2391.032275,B2
458708.665,6785866.889,2060.412794,2391.184575,B2
458708.7755,6785866.899,2060.517312,2391.336975,B2
458708.8859,6785866.908,2060.621767,2391.489275,B2
458708.9964,6785866.918,2060.726298,2391.641675,B2
458709.1068,6785866.927,2060.830765,2391.793975,B2
458709.2176,6785866.937,2060.935582,2391.946775,B2
458709.3281,6785866.946,2061.040131,2392.099175,B2
458709.4385,6785866.956,2061.144617,2392.251475,B2
458709.549,6785866.965,2061.249178,2392.403875,B2
458709.6594,6785866.974,2061.353676,2392.556175,B2
458709.7698,6785866.984,2061.458249,2392.708575,B2
458709.8802,6785866.993,2061.562761,2392.860875,B2
458709.9906,6785867.003,2061.667279,2393.013175,B2
458710.101,6785867.012,2061.771873,2393.165575,B2
458710.2117,6785867.022,2061.876747,2393.318375,B2
458710.3222,6785867.031,2061.981353,2393.470775,B2
458710.4325,6785867.041,2062.085896,2393.623075,B2
458710.5429,6785867.05,2062.190445,2393.775375,B2
458710.6533,6785867.059,2062.295069,2393.927775,B2
458710.7636,6785867.069,2062.399631,2394.080075,B2
458710.874,6785867.078,2062.504267,2394.232475,B2
458710.9843,6785867.088,2062.608841,2394.384775,B2
458711.0951,6785867.097,2062.713833,2394.537675,B2
458711.2054,6785867.107,2062.818419,2394.689975,B2
458711.3157,6785867.116,2062.923011,2394.842275,B2
458711.4261,6785867.125,2063.027678,2394.994675,B2
458711.5364,6785867.135,2063.132283,2395.146975,B2
458711.6467,6785867.144,2063.236962,2395.299375,B2
458711.757,6785867.154,2063.341579,2395.451675,B2
458711.8673,6785867.163,2063.44627,2395.604075,B2
458711.9776,6785867.172,2063.550899,2395.756375,B2
458712.0882,6785867.182,2063.655878,2395.909175,B2
458712.1986,6785867.191,2063.760589,2396.061575,B2
458712.3088,6785867.201,2063.865238,2396.213875,B2
458712.4191,6785867.21,2063.969962,2396.366275,B2
458712.5294,6785867.22,2064.074623,2396.518575,B2
458712.6397,6785867.229,2064.17936,2396.670975,B2
458712.7499,6785867.238,2064.284033,2396.823275,B2
458712.8601,6785867.248,2064.388713,2396.975575,B2
458712.9704,6785867.257,2064.493468,2397.127975,B2
458713.081,6785867.267,2064.598504,2397.280775,B2
458713.1913,6785867.276,2064.703271,2397.433175,B2
458713.3015,6785867.285,2064.807975,2397.585475,B2
458713.4117,6785867.295,2064.912685,2397.737775,B2
458713.5219,6785867.304,2065.017471,2397.890175,B2
458713.6321,6785867.314,2065.122193,2398.042475,B2
458713.7424,6785867.323,2065.226991,2398.194875,B2
458713.8525,6785867.332,2065.331726,2398.347175,B2
458713.9631,6785867.342,2065.436879,2398.500075,B2
458714.0733,6785867.351,2065.541626,2398.652375,B2
458714.1835,6785867.36,2065.64638,2398.804675,B2
458714.2937,6785867.37,2065.751208,2398.957075,B2
458714.4038,6785867.379,2065.855973,2399.109375,B2
458714.514,6785867.389,2065.960815,2399.261775,B2
458714.6242,6785867.398,2066.065594,2399.414075,B2
458714.7344,6785867.407,2066.170449,2399.566475,B2
458714.8445,6785867.417,2066.275241,2399.718775,B2
458714.955,6785867.426,2066.380383,2399.871575,B2
458715.0651,6785867.435,2066.485255,2400.023975,B2
458715.1752,6785867.445,2066.590066,2400.176275,B2
458715.2854,6785867.454,2066.694951,2400.328675,B2
458715.3955,6785867.464,2066.799773,2400.480975,B2
458715.5057,6785867.473,2066.904671,2400.633375,B2
458715.6157,6785867.482,2067.009505,2400.785675,B2
458715.7258,6785867.492,2067.114346,2400.937975,B2
458715.8359,6785867.501,2067.219262,2401.090375,B2
458715.9464,6785867.51,2067.324459,2401.243175,B2
458716.0565,6785867.52,2067.429387,2401.395575,B2
458716.1666,6785867.529,2067.534252,2401.547875,B2
458716.2767,6785867.538,2067.639192,2401.700275,B2
458716.3867,6785867.548,2067.744069,2401.852575,B2
458716.4967,6785867.557,2067.848953,2402.004875,B2
458716.6068,6785867.566,2067.953911,2402.157275,B2
458716.7169,6785867.576,2068.058807,2402.309575,B2
458716.827,6785867.585,2068.163779,2402.461975,B2
458716.9373,6785867.595,2068.269033,2402.614775,B2
458717.0473,6785867.604,2068.373949,2402.767075,B2
458717.1574,6785867.613,2068.47894,2402.919475,B2
458717.2674,6785867.623,2068.583868,2403.071775,B2
458717.3774,6785867.632,2068.688871,2403.224175,B2
458717.4874,6785867.641,2068.793812,2403.376475,B2
458717.5975,6785867.651,2068.898827,2403.528875,B2
458717.7074,6785867.66,2069.00378,2403.681175,B2
458717.8178,6785867.669,2069.109083,2403.833975,B2
458717.9278,6785867.679,2069.214117,2403.986375,B2
458718.0378,6785867.688,2069.319088,2404.138675,B2
458718.1478,6785867.697,2069.424134,2404.291075,B2
458718.2577,6785867.707,2069.529117,2404.443375,B2
458718.3677,6785867.716,2069.634175,2404.595775,B2
458718.4776,6785867.725,2069.73917,2404.748075,B2
458718.5876,6785867.734,2069.844172,2404.900375,B2
458718.6976,6785867.744,2069.949248,2405.052775,B2
458718.8078,6785867.753,2070.054607,2405.205575,B2
458718.9178,6785867.762,2070.159695,2405.357975,B2
458719.0277,6785867.772,2070.264721,2405.510275,B2
458719.1377,6785867.781,2070.369823,2405.662675,B2
458719.2476,6785867.79,2070.474863,2405.814975,B2
458719.3575,6785867.8,2070.579909,2405.967275,B2
458719.4674,6785867.809,2070.68503,2406.119675,B2
458719.5773,6785867.818,2070.790089,2406.271975,B2
458719.6872,6785867.828,2070.895222,2406.424375,B2
458719.7974,6785867.837,2071.000637,2406.577175,B2
458719.9073,6785867.846,2071.105714,2406.729475,B2
458720.0172,6785867.855,2071.210866,2406.881875,B2
458720.127,6785867.865,2071.315954,2407.034175,B2
458720.237,6785867.874,2071.421118,2407.186575,B2
458720.3468,6785867.883,2071.526219,2407.338875,B2
458720.4567,6785867.893,2071.631395,2407.491275,B2
458720.5665,6785867.902,2071.736508,2407.643575,B2
458720.6767,6785867.911,2071.841973,2407.796375,B2
458720.7866,6785867.921,2071.947167,2407.948775,B2
458720.8964,6785867.93,2072.052299,2408.101075,B2
458721.0062,6785867.939,2072.157505,2408.253475,B2
458721.116,6785867.948,2072.262649,2408.405775,B2
458721.2259,6785867.958,2072.367867,2408.558175,B2
458721.3357,6785867.967,2072.473023,2408.710475,B2
458721.4454,6785867.976,2072.578186,2408.862775,B2
458721.5553,6785867.985,2072.683425,2409.015175,B2
458721.6654,6785867.995,2072.788946,2409.167975,B2
458721.7752,6785868.004,2072.894198,2409.320375,B2
458721.885,6785868.013,2072.999386,2409.472675,B2
458721.9948,6785868.023,2073.104649,2409.625075,B2
458722.1045,6785868.032,2073.20985,2409.777375,B2
458722.2142,6785868.041,2073.315056,2409.929675,B2
458722.324,6785868.05,2073.420338,2410.082075,B2
458722.4338,6785868.06,2073.525556,2410.234375,B2
458722.5436,6785868.069,2073.63085,2410.386775,B2
458722.6536,6785868.078,2073.736427,2410.539575,B2
458722.7633,6785868.087,2073.841664,2410.691875,B2
458722.8731,6785868.097,2073.946976,2410.844275,B2
458722.9828,6785868.106,2074.052225,2410.996575,B2
458723.0925,6785868.115,2074.157549,2411.148975,B2
458723.2022,6785868.124,2074.26281,2411.301275,B2
458723.312,6785868.134,2074.368147,2411.453675,B2
458723.4216,6785868.143,2074.47342,2411.605975,B2
458723.5317,6785868.152,2074.579046,2411.758775,B2
458723.6414,6785868.161,2074.684401,2411.911175,B2
458723.751,6785868.171,2074.789695,2412.063475,B2
458723.8608,6785868.18,2074.895064,2412.215875,B2
458723.9704,6785868.189,2075.00037,2412.368175,B2
458724.0801,6785868.198,2075.105751,2412.520575,B2
458724.1897,6785868.208,2075.211069,2412.672875,B2
458724.2994,6785868.217,2075.316462,2412.825275,B2
458724.409,6785868.226,2075.421792,2412.977575,B2
458724.519,6785868.235,2075.527474,2413.130375,B2
458724.6287,6785868.245,2075.632886,2413.282775,B2
458724.7383,6785868.254,2075.738234,2413.435075,B2
458724.848,6785868.263,2075.843658,2413.587475,B2
458724.9575,6785868.272,2075.949018,2413.739775,B2
458725.0671,6785868.282,2076.054385,2413.892075,B2
458725.1768,6785868.291,2076.159827,2414.044475,B2
458725.2863,6785868.3,2076.265206,2414.196775,B2
458725.396,6785868.309,2076.37066,2414.349175,B2
458725.5059,6785868.318,2076.476397,2414.501975,B2
458725.6155,6785868.328,2076.581863,2414.654375,B2
458725.7251,6785868.337,2076.687266,2414.806675,B2
458725.8346,6785868.346,2076.792676,2414.958975,B2
458725.9442,6785868.355,2076.898161,2415.111375,B2
458726.0537,6785868.364,2077.003584,2415.263675,B2
458726.1633,6785868.374,2077.109083,2415.416075,B2
458726.2729,6785868.383,2077.214518,2415.568375,B2
458726.3827,6785868.392,2077.320306,2415.721175,B2
458726.4923,6785868.401,2077.425823,2415.873575,B2
458726.6018,6785868.411,2077.531277,2416.025875,B2
458726.7114,6785868.42,2077.636806,2416.178275,B2
458726.8209,6785868.429,2077.742272,2416.330575,B2
458726.9304,6785868.438,2077.847814,2416.482975,B2
458727.0399,6785868.447,2077.953295,2416.635275,B2
458727.1494,6785868.456,2078.058854,2416.787675,B2
458727.2589,6785868.466,2078.164351,2416.939975,B2
458727.3687,6785868.475,2078.270204,2417.092775,B2
458727.4782,6785868.484,2078.375787,2417.245175,B2
458727.5877,6785868.493,2078.48131,2417.397475,B2
458727.6972,6785868.502,2078.586911,2417.549875,B2
458727.8066,6785868.511,2078.69245,2417.702175,B2
458727.916,6785868.521,2078.797998,2417.854475,B2
458728.0255,6785868.53,2078.903624,2418.006875,B2
458728.1349,6785868.539,2079.009189,2418.159175,B2
458728.2443,6785868.548,2079.114833,2418.311575,B2
458728.3541,6785868.557,2079.220764,2418.464375,B2
458728.4635,6785868.566,2079.326426,2418.616775,B2
458728.5729,6785868.575,2079.432028,2418.769075,B2
458728.6822,6785868.584,2079.537637,2418.921375,B2
458728.7917,6785868.594,2079.643325,2419.073775,B2
458728.901,6785868.603,2079.748951,2419.226075,B2
458729.0104,6785868.612,2079.854656,2419.378475,B2
458729.1197,6785868.621,2079.960299,2419.530775,B2
458729.2294,6785868.63,2080.066298,2419.683575,B2
458729.3388,6785868.639,2080.172027,2419.835975,B2
458729.4481,6785868.648,2080.277696,2419.988275,B2
458729.5575,6785868.657,2080.383442,2420.140675,B2
458729.6668,6785868.666,2080.489128,2420.292975,B2
458729.7761,6785868.675,2080.594891,2420.445375,B2
458729.8854,6785868.684,2080.700593,2420.597675,B2
458729.9947,6785868.693,2080.806373,2420.750075,B2
458730.104,6785868.702,2080.912092,2420.902375,B2
458730.2136,6785868.711,2081.018166,2421.055175,B2
458730.3229,6785868.72,2081.123971,2421.207575,B2
458730.4321,6785868.729,2081.229716,2421.359875,B2
458730.5414,6785868.738,2081.335539,2421.512275,B2
458730.6507,6785868.747,2081.441303,2421.664575,B2
458730.7599,6785868.756,2081.547075,2421.816875,B2
458730.8691,6785868.765,2081.652925,2421.969275,B2
458730.9783,6785868.774,2081.758714,2422.121575,B2
458731.0876,6785868.783,2081.86458,2422.273975,B2
458731.1971,6785868.792,2081.970733,2422.426775,B2
458731.3064,6785868.801,2082.076617,2422.579175,B2
458731.4155,6785868.81,2082.182439,2422.731475,B2
458731.5247,6785868.819,2082.28827,2422.883775,B2
458731.6339,6785868.828,2082.394179,2423.036175,B2
458731.7431,6785868.837,2082.500027,2423.188475,B2
458731.8523,6785868.846,2082.605952,2423.340875,B2
458731.9614,6785868.855,2082.711817,2423.493175,B2
458732.0709,6785868.864,2082.818107,2423.646075,B2
458732.1801,6785868.873,2082.923988,2423.798375,B2
458732.2892,6785868.881,2083.029877,2423.950675,B2
458732.3983,6785868.89,2083.135845,2424.103075,B2
458732.5074,6785868.899,2083.241751,2424.255375,B2
458732.6166,6785868.908,2083.347735,2424.407775,B2
458732.7256,6785868.917,2083.453659,2424.560075,B2
458732.8348,6785868.926,2083.559661,2424.712475,B2
458732.9438,6785868.935,2083.665604,2424.864775,B2
458733.0532,6785868.944,2083.771903,2425.017575,B2
458733.1623,6785868.952,2083.877932,2425.169975,B2
458733.2714,6785868.961,2083.983899,2425.322275,B2
458733.3805,6785868.97,2084.089945,2425.474675,B2
458733.4895,6785868.979,2084.19593,2425.626975,B2
458733.5986,6785868.988,2084.301992,2425.779375,B2
458733.7076,6785868.997,2084.407994,2425.931675,B2
458733.8166,6785869.005,2084.514003,2426.083975,B2
458733.9256,6785869.014,2084.620091,2426.236375,B2
458734.035,6785869.023,2084.726465,2426.389175,B2
458734.144,6785869.032,2084.83257,2426.541575,B2
458734.253,6785869.041,2084.938613,2426.693875,B2
458734.3619,6785869.049,2085.044665,2426.846175,B2
458734.4709,6785869.058,2085.150794,2426.998575,B2
458734.5799,6785869.067,2085.256863,2427.150875,B2
458734.6889,6785869.076,2085.363009,2427.303275,B2
458734.7978,6785869.084,2085.469094,2427.455575,B2
458734.9072,6785869.093,2085.575606,2427.608475,B2
458735.0161,6785869.102,2085.681709,2427.760775,B2
458735.125,6785869.111,2085.787822,2427.913075,B2
458735.2339,6785869.119,2085.894013,2428.065475,B2
458735.3428,6785869.128,2086.000142,2428.217775,B2
458735.4518,6785869.137,2086.10635,2428.370175,B2
458735.5606,6785869.146,2086.212496,2428.522475,B2
458735.6696,6785869.154,2086.318721,2428.674875,B2
458735.7784,6785869.163,2086.424884,2428.827175,B2
458735.8876,6785869.172,2086.531404,2428.979975,B2
458735.9965,6785869.18,2086.637654,2429.132375,B2
458736.1053,6785869.189,2086.743842,2429.284675,B2
458736.2142,6785869.198,2086.850108,2429.437075,B2
458736.3231,6785869.207,2086.956313,2429.589375,B2
458736.4319,6785869.215,2087.062596,2429.741775,B2
458736.5407,6785869.224,2087.168818,2429.894075,B2
458736.6495,6785869.233,2087.275048,2430.046375,B2
458736.7584,6785869.241,2087.381356,2430.198775,B2
458736.8675,6785869.25,2087.487952,2430.351575,B2
458736.9764,6785869.258,2087.594277,2430.503975,B2
458737.0851,6785869.267,2087.70054,2430.656275,B2
458737.1939,6785869.276,2087.806813,2430.808575,B2
458737.3027,6785869.284,2087.913164,2430.960975,B2
458737.4114,6785869.293,2088.019455,2431.113275,B2
458737.5202,6785869.302,2088.125824,2431.265675,B2
458737.6289,6785869.31,2088.232132,2431.417975,B2
458737.7381,6785869.319,2088.338868,2431.570875,B2
458737.8468,6785869.327,2088.445192,2431.723175,B2
458737.9555,6785869.336,2088.551526,2431.875475,B2
458738.0642,6785869.345,2088.657937,2432.027875,B2
458738.1729,6785869.353,2088.764287,2432.180175,B2
458738.2817,6785869.362,2088.870715,2432.332575,B2
458738.3903,6785869.37,2088.977081,2432.484875,B2
458738.4991,6785869.379,2089.083526,2432.637275,B2
458738.6077,6785869.387,2089.189909,2432.789575,B2
458738.7167,6785869.396,2089.29665,2432.942375,B2
458738.8254,6785869.404,2089.40312,2433.094775,B2
458738.934,6785869.413,2089.509528,2433.247075,B2
458739.0427,6785869.422,2089.616014,2433.399475,B2
458739.1513,6785869.43,2089.722439,2433.551775,B2
458739.26,6785869.439,2089.828943,2433.704175,B2
458739.3686,6785869.447,2089.935384,2433.856475,B2
458739.4772,6785869.456,2090.041835,2434.008775,B2
458739.5859,6785869.464,2090.148364,2434.161175,B2
458739.6948,6785869.473,2090.255183,2434.313975,B2
458739.8034,6785869.481,2090.361731,2434.466375,B2
458739.912,6785869.49,2090.468217,2434.618675,B2
458740.0206,6785869.498,2090.574781,2434.771075,B2
458740.1291,6785869.506,2090.681284,2434.923375,B2
458740.2377,6785869.515,2090.787795,2435.075675,B2
458740.3463,6785869.523,2090.894384,2435.228075,B2
458740.4548,6785869.532,2091.000912,2435.380375,B2
458740.5633,6785869.54,2091.107518,2435.532775,B2
458740.6722,6785869.549,2091.214413,2435.685575,B2
458740.7807,6785869.557,2091.320965,2435.837875,B2
458740.8893,6785869.566,2091.427597,2435.990275,B2
458740.9977,6785869.574,2091.534166,2436.142575,B2
458741.1063,6785869.582,2091.640814,2436.294975,B2
458741.2147,6785869.591,2091.7474,2436.447275,B2
458741.3233,6785869.599,2091.854065,2436.599675,B2
458741.4317,6785869.608,2091.960667,2436.751975,B2
458741.5405,6785869.616,2092.067629,2436.904775,B2
458741.649,6785869.624,2092.174318,2437.057175,B2
458741.7574,6785869.633,2092.280946,2437.209475,B2
458741.8659,6785869.641,2092.387654,2437.361875,B2
458741.9743,6785869.65,2092.494301,2437.514175,B2
458742.0828,6785869.658,2092.601026,2437.666575,B2
458742.1912,6785869.666,2092.70769,2437.818875,B2
458742.2996,6785869.675,2092.814363,2437.971175,B2
458742.408,6785869.683,2092.921113,2438.123575,B2
458742.5167,6785869.691,2093.028152,2438.276375,B2
458742.6252,6785869.7,2093.13492,2438.428775,B2
458742.7335,6785869.708,2093.241625,2438.581075,B2
458742.8419,6785869.716,2093.348409,2438.733475,B2
458742.9503,6785869.725,2093.455131,2438.885775,B2
458743.0586,6785869.733,2093.561862,2439.038075,B2
458743.167,6785869.741,2093.668671,2439.190475,B2
458743.2753,6785869.749,2093.775418,2439.342775,B2
458743.3837,6785869.758,2093.882244,2439.495175,B2
458743.4923,6785869.766,2093.989358,2439.647975,B2
458743.6006,6785869.774,2094.09613,2439.800275,B2
458743.709,6785869.783,2094.202981,2439.952675,B2
458743.8172,6785869.791,2094.309769,2440.104975,B2
458743.9256,6785869.799,2094.416636,2440.257375,B2
458744.0338,6785869.807,2094.523442,2440.409675,B2
458744.1422,6785869.816,2094.630327,2440.562075,B2
458744.2504,6785869.824,2094.737152,2440.714375,B2
458744.359,6785869.832,2094.844336,2440.867175,B2
458744.4673,6785869.84,2094.951247,2441.019575,B2
458744.5755,6785869.849,2095.058097,2441.171875,B2
458744.6838,6785869.857,2095.165025,2441.324275,B2
458744.792,6785869.865,2095.271892,2441.476575,B2
458744.9002,6785869.873,2095.378837,2441.628975,B2
458745.0084,6785869.881,2095.48572,2441.781275,B2
458745.1166,6785869.89,2095.592611,2441.933575,B2
458745.2248,6785869.898,2095.699581,2442.085975,B2
458745.3334,6785869.906,2095.80684,2442.238775,B2
458745.4416,6785869.914,2095.913826,2442.391175,B2
458745.5497,6785869.922,2096.02075,2442.543475,B2
458745.6579,6785869.93,2096.127754,2442.695875,B2
458745.7661,6785869.939,2096.234695,2442.848175,B2
458745.8742,6785869.947,2096.341644,2443.000475,B2
458745.9824,6785869.955,2096.448672,2443.152875,B2
458746.0905,6785869.963,2096.555638,2443.305175,B2
458746.1987,6785869.971,2096.662682,2443.457575,B2
