x,y,tvd,md,well
457084.3573,6782695.046,1617.678224,1658.832091,A10
457084.4574,6782695.029,1617.79188,1658.984392,A10
457084.5576,6782695.013,1617.90561,1659.136792,A10
457084.6579,6782694.997,1618.019491,1659.289392,A10
457084.758,6782694.981,1618.133147,1659.441691,A10
457084.8582,6782694.965,1618.246879,1659.594091,A10
457084.9583,6782694.949,1618.360537,1659.746392,A10
457085.0584,6782694.933,1618.474195,1659.898691,A10
457085.1587,6782694.917,1618.588078,1660.051292,A10
457085.2588,6782694.901,1618.701812,1660.203692,A10
457085.3589,6782694.885,1618.815472,1660.355992,A10
457085.4591,6782694.869,1618.929206,1660.508392,A10
457085.5594,6782694.853,1619.043091,1660.660992,A10
457085.6595,6782694.837,1619.156752,1660.813292,A10
457085.7596,6782694.821,1619.270413,1660.965591,A10
457085.8597,6782694.805,1619.38415,1661.117992,A10
457085.96,6782694.789,1619.498037,1661.270592,A10
457086.0601,6782694.772,1619.611701,1661.422892,A10
457086.1603,6782694.756,1619.725439,1661.575292,A10
457086.2603,6782694.74,1619.839103,1661.727592,A10
457086.3604,6782694.724,1619.952767,1661.879892,A10
457086.4607,6782694.708,1620.066657,1662.032492,A10
457086.5609,6782694.692,1620.180397,1662.184892,A10
457086.661,6782694.676,1620.294063,1662.337192,A10
457086.7611,6782694.66,1620.407805,1662.489592,A10
457086.8614,6782694.644,1620.521695,1662.642192,A10
457086.9615,6782694.628,1620.635363,1662.794492,A10
457087.0615,6782694.612,1620.749031,1662.946792,A10
457087.1617,6782694.596,1620.862774,1663.099192,A10
457087.262,6782694.58,1620.976667,1663.251792,A10
457087.3621,6782694.563,1621.090337,1663.404092,A10
457087.4622,6782694.547,1621.204081,1663.556492,A10
457087.5623,6782694.531,1621.317752,1663.708792,A10
457087.6624,6782694.515,1621.431423,1663.861092,A10
457087.7626,6782694.499,1621.545318,1664.013692,A10
457087.8628,6782694.483,1621.659064,1664.166091,A10
457087.9628,6782694.467,1621.772737,1664.318392,A10
457088.063,6782694.451,1621.886485,1664.470792,A10
457088.1633,6782694.435,1622.000382,1664.623392,A10
457088.2633,6782694.419,1622.114056,1664.775692,A10
457088.3634,6782694.403,1622.227731,1664.927992,A10
457088.4635,6782694.386,1622.34148,1665.080392,A10
457088.5638,6782694.37,1622.45538,1665.232992,A10
457088.6639,6782694.354,1622.569055,1665.385292,A10
457088.764,6782694.338,1622.682807,1665.537692,A10
457088.8641,6782694.322,1622.796483,1665.689991,A10
457088.9642,6782694.306,1622.910236,1665.842392,A10
457089.0644,6782694.29,1623.024063,1665.994892,A10
457089.1645,6782694.274,1623.137816,1666.147292,A10
457089.2646,6782694.258,1623.251495,1666.299592,A10
457089.3647,6782694.241,1623.365249,1666.451992,A10
457089.465,6782694.225,1623.479152,1666.604592,A10
457089.5651,6782694.209,1623.592832,1666.756891,A10
457089.6651,6782694.193,1623.706513,1666.909192,A10
457089.7653,6782694.177,1623.820269,1667.061592,A10
457089.8655,6782694.161,1623.934175,1667.214192,A10
457089.9656,6782694.145,1624.047857,1667.366492,A10
457090.0657,6782694.129,1624.161615,1667.518892,A10
457090.1658,6782694.112,1624.275298,1667.671192,A10
457090.2659,6782694.096,1624.389056,1667.823591,A10
457090.3661,6782694.08,1624.50289,1667.976092,A10
457090.4662,6782694.064,1624.616649,1668.128491,A10
457090.5662,6782694.048,1624.730335,1668.280792,A10
457090.6664,6782694.032,1624.844095,1668.433192,A10
457090.7666,6782694.016,1624.958005,1668.585792,A10
457090.8667,6782694.0,1625.071692,1668.738092,A10
457090.9667,6782693.983,1625.185379,1668.890392,A10
457091.0668,6782693.967,1625.299142,1669.042792,A10
457091.1671,6782693.951,1625.413054,1669.195392,A10
457091.2671,6782693.935,1625.526742,1669.347692,A10
457091.3673,6782693.919,1625.640506,1669.500092,A10
457091.4673,6782693.903,1625.754195,1669.652391,A10
457091.5674,6782693.887,1625.86796,1669.804792,A10
457091.6676,6782693.87,1625.9818,1669.957292,A10
457091.7677,6782693.854,1626.095566,1670.109692,A10
457091.8677,6782693.838,1626.209257,1670.261992,A10
457091.9679,6782693.822,1626.323024,1670.414392,A10
457092.0681,6782693.806,1626.436941,1670.566992,A10
457092.1681,6782693.79,1626.550634,1670.719292,A10
457092.2682,6782693.773,1626.664327,1670.871592,A10
457092.3683,6782693.757,1626.778096,1671.023992,A10
457092.4685,6782693.741,1626.892014,1671.176591,A10
457092.5686,6782693.725,1627.005709,1671.328891,A10
457092.6687,6782693.709,1627.11948,1671.481292,A10
457092.7687,6782693.693,1627.233176,1671.633592,A10
457092.8688,6782693.677,1627.346947,1671.785992,A10
457092.969,6782693.66,1627.460793,1671.938492,A10
457093.0691,6782693.644,1627.574565,1672.090892,A10
457093.1691,6782693.628,1627.688263,1672.243192,A10
457093.2692,6782693.612,1627.802036,1672.395591,A10
457093.3695,6782693.596,1627.91596,1672.548192,A10
457093.4695,6782693.58,1628.029659,1672.700492,A10
457093.5695,6782693.563,1628.143359,1672.852792,A10
457093.6696,6782693.547,1628.257134,1673.005192,A10
457093.7698,6782693.531,1628.371058,1673.157791,A10
457093.8699,6782693.515,1628.48476,1673.310092,A10
457093.97,6782693.499,1628.598537,1673.462492,A10
457094.07,6782693.482,1628.712239,1673.614792,A10
457094.1701,6782693.466,1628.826016,1673.767192,A10
457094.2702,6782693.45,1628.939869,1673.919692,A10
457094.3703,6782693.434,1629.053647,1674.072091,A10
457094.4704,6782693.418,1629.167352,1674.224392,A10
457094.5705,6782693.402,1629.281131,1674.376791,A10
457094.6707,6782693.385,1629.395061,1674.529392,A10
457094.7707,6782693.369,1629.508767,1674.681692,A10
457094.8708,6782693.353,1629.622548,1674.834092,A10
457094.9708,6782693.337,1629.736255,1674.986392,A10
457095.071,6782693.321,1629.850186,1675.138992,A10
457095.171,6782693.304,1629.963894,1675.291292,A10
457095.2711,6782693.288,1630.077676,1675.443691,A10
457095.3711,6782693.272,1630.191385,1675.595992,A10
457095.4712,6782693.256,1630.305169,1675.748392,A10
457095.5714,6782693.24,1630.419028,1675.900892,A10
457095.6715,6782693.223,1630.532813,1676.053292,A10
457095.7715,6782693.207,1630.646523,1676.205592,A10
457095.8715,6782693.191,1630.760309,1676.357992,A10
457095.9718,6782693.175,1630.874245,1676.510592,A10
457096.0718,6782693.159,1630.987957,1676.662892,A10
457096.1718,6782693.142,1631.101744,1676.815291,A10
457096.2719,6782693.126,1631.215457,1676.967592,A10
457096.3721,6782693.11,1631.329394,1677.120192,A10
457096.4721,6782693.094,1631.443107,1677.272492,A10
457096.5722,6782693.078,1631.556895,1677.424892,A10
457096.6722,6782693.061,1631.670608,1677.577192,A10
457096.7723,6782693.045,1631.784396,1677.729592,A10
457096.8724,6782693.029,1631.898258,1677.882092,A10
457096.9725,6782693.013,1632.012046,1678.034492,A10
457097.0725,6782692.997,1632.125759,1678.186792,A10
457097.1726,6782692.98,1632.239546,1678.339192,A10
457097.2728,6782692.964,1632.353483,1678.491792,A10
457097.3728,6782692.948,1632.467196,1678.644091,A10
457097.4729,6782692.932,1632.580984,1678.796492,A10
457097.5729,6782692.916,1632.694697,1678.948792,A10
457097.6731,6782692.9,1632.808634,1679.101392,A10
457097.7732,6782692.883,1632.922347,1679.253692,A10
457097.8732,6782692.867,1633.036134,1679.406091,A10
457097.9733,6782692.851,1633.149847,1679.558392,A10
457098.0733,6782692.835,1633.263635,1679.710792,A10
457098.1735,6782692.819,1633.377497,1679.863291,A10
457098.2736,6782692.803,1633.491285,1680.015692,A10
457098.3736,6782692.787,1633.604998,1680.167992,A10
457098.4737,6782692.77,1633.718786,1680.320392,A10
457098.5739,6782692.754,1633.832723,1680.472992,A10
457098.6739,6782692.738,1633.946436,1680.625292,A10
457098.774,6782692.722,1634.060223,1680.777692,A10
457098.8741,6782692.706,1634.173936,1680.929992,A10
457098.9741,6782692.69,1634.287649,1681.082291,A10
457099.0743,6782692.674,1634.401586,1681.234892,A10
457099.1744,6782692.658,1634.515374,1681.387292,A10
457099.2744,6782692.642,1634.629087,1681.539592,A10
457099.3745,6782692.625,1634.742875,1681.691992,A10
457099.4747,6782692.609,1634.856737,1681.844492,A10
457099.5748,6782692.593,1634.970525,1681.996892,A10
457099.6748,6782692.577,1635.084238,1682.149192,A10
457099.7749,6782692.561,1635.198025,1682.301592,A10
457099.8751,6782692.545,1635.311962,1682.454191,A10
457099.9752,6782692.529,1635.425675,1682.606491,A10
457100.0753,6782692.513,1635.539463,1682.758891,A10
457100.1753,6782692.497,1635.653176,1682.911192,A10
457100.2753,6782692.481,1635.766889,1683.063492,A10
457100.3756,6782692.465,1635.880826,1683.216092,A10
457100.4757,6782692.449,1635.994614,1683.368492,A10
457100.5757,6782692.433,1636.108327,1683.520792,A10
457100.6758,6782692.416,1636.222114,1683.673191,A10
457100.776,6782692.4,1636.335977,1683.825692,A10
457100.8761,6782692.384,1636.449764,1683.978092,A10
457100.9761,6782692.368,1636.563477,1684.130392,A10
457101.0762,6782692.352,1636.677265,1684.282792,A10
457101.1765,6782692.336,1636.791202,1684.435392,A10
457101.2765,6782692.32,1636.904915,1684.587692,A10
457101.3766,6782692.304,1637.018703,1684.740092,A10
457101.4766,6782692.288,1637.132416,1684.892392,A10
457101.5767,6782692.272,1637.246129,1685.044692,A10
457101.6769,6782692.256,1637.360066,1685.197292,A10
457101.777,6782692.24,1637.473853,1685.349692,A10
457101.8771,6782692.224,1637.587566,1685.501992,A10
457101.9772,6782692.208,1637.701354,1685.654392,A10
457102.0774,6782692.192,1637.815291,1685.806992,A10
457102.1775,6782692.176,1637.929004,1685.959292,A10
457102.2775,6782692.16,1638.042717,1686.111592,A10
457102.3776,6782692.144,1638.156504,1686.263991,A10
457102.4779,6782692.128,1638.270441,1686.416591,A10
457102.5779,6782692.112,1638.384154,1686.568892,A10
457102.678,6782692.096,1638.497942,1686.721292,A10
457102.7781,6782692.08,1638.611655,1686.873592,A10
457102.8781,6782692.064,1638.725368,1687.025892,A10
457102.9784,6782692.048,1638.839305,1687.178492,A10
457103.0785,6782692.032,1638.953093,1687.330892,A10
457103.1785,6782692.016,1639.066806,1687.483192,A10
457103.2786,6782692.0,1639.180593,1687.635592,A10
457103.3789,6782691.984,1639.29453,1687.788192,A10
457103.4789,6782691.968,1639.408243,1687.940491,A10
457103.579,6782691.952,1639.521956,1688.092791,A10
457103.6791,6782691.936,1639.635744,1688.245192,A10
457103.7794,6782691.92,1639.749681,1688.397792,A10
457103.8794,6782691.904,1639.863394,1688.550092,A10
457103.9795,6782691.889,1639.977182,1688.702492,A10
457104.0796,6782691.873,1640.090895,1688.854792,A10
457104.1796,6782691.857,1640.204608,1689.007092,A10
457104.2799,6782691.841,1640.318545,1689.159692,A10
457104.38,6782691.825,1640.432332,1689.312091,A10
457104.4801,6782691.809,1640.546045,1689.464392,A10
457104.5802,6782691.793,1640.659833,1689.616792,A10
457104.6805,6782691.777,1640.77377,1689.769392,A10
457104.7805,6782691.761,1640.887483,1689.921692,A10
457104.8806,6782691.745,1641.001196,1690.073992,A10
457104.9807,6782691.729,1641.114984,1690.226392,A10
457105.081,6782691.713,1641.228921,1690.378992,A10
457105.181,6782691.698,1641.342634,1690.531292,A10
457105.2811,6782691.682,1641.456421,1690.683691,A10
457105.3812,6782691.666,1641.570134,1690.835991,A10
457105.4813,6782691.65,1641.683847,1690.988292,A10
457105.5815,6782691.634,1641.797784,1691.140892,A10
457105.6817,6782691.618,1641.911572,1691.293292,A10
457105.7817,6782691.602,1642.025285,1691.445592,A10
457105.8819,6782691.586,1642.139073,1691.597992,A10
457105.9821,6782691.57,1642.25301,1691.750592,A10
457106.0822,6782691.555,1642.366723,1691.902892,A10
457106.1822,6782691.539,1642.480436,1692.055192,A10
457106.2824,6782691.523,1642.594223,1692.207591,A10
457106.3826,6782691.507,1642.70816,1692.360192,A10
457106.4827,6782691.491,1642.821873,1692.512491,A10
457106.5828,6782691.475,1642.935661,1692.664892,A10
457106.6829,6782691.459,1643.049374,1692.817192,A10
457106.783,6782691.444,1643.163087,1692.969492,A10
457106.8833,6782691.428,1643.277024,1693.122092,A10
457106.9834,6782691.412,1643.390811,1693.274491,A10
457107.0835,6782691.396,1643.504524,1693.426792,A10
457107.1836,6782691.38,1643.618312,1693.579192,A10
457107.2839,6782691.364,1643.732249,1693.731791,A10
457107.3839,6782691.349,1643.845962,1693.884092,A10
457107.484,6782691.333,1643.959675,1694.036391,A10
457107.5842,6782691.317,1644.073463,1694.188792,A10
457107.6844,6782691.301,1644.1874,1694.341392,A10
457107.7845,6782691.285,1644.301113,1694.493692,A10
457107.8846,6782691.269,1644.4149,1694.646092,A10
457107.9847,6782691.254,1644.528613,1694.798392,A10
457108.0848,6782691.238,1644.642326,1694.950691,A10
457108.1851,6782691.222,1644.756263,1695.103291,A10
457108.2852,6782691.206,1644.870051,1695.255692,A10
457108.3853,6782691.191,1644.983764,1695.407992,A10
457108.4854,6782691.175,1645.097552,1695.560392,A10
457108.5857,6782691.159,1645.211489,1695.712992,A10
457108.6858,6782691.143,1645.325202,1695.865292,A10
457108.7859,6782691.127,1645.438915,1696.017592,A10
457108.886,6782691.112,1645.552702,1696.169991,A10
457108.9863,6782691.096,1645.666639,1696.322592,A10
457109.0864,6782691.08,1645.780352,1696.474892,A10
457109.1865,6782691.064,1645.89414,1696.627292,A10
457109.2866,6782691.049,1646.007853,1696.779592,A10
457109.3868,6782691.033,1646.121641,1696.931992,A10
457109.487,6782691.017,1646.235503,1697.084492,A10
457109.5871,6782691.001,1646.349291,1697.236892,A10
457109.6872,6782690.986,1646.463004,1697.389192,A10
457109.7874,6782690.97,1646.576791,1697.541592,A10
457109.8876,6782690.954,1646.690728,1697.694192,A10
457109.9877,6782690.938,1646.804441,1697.846492,A10
457110.0878,6782690.923,1646.918154,1697.998791,A10
457110.188,6782690.907,1647.031942,1698.151192,A10
457110.2883,6782690.891,1647.145879,1698.303792,A10
457110.3883,6782690.875,1647.259592,1698.456092,A10
457110.4885,6782690.86,1647.37338,1698.608492,A10
457110.5886,6782690.844,1647.487093,1698.760792,A10
457110.6887,6782690.828,1647.60088,1698.913191,A10
457110.789,6782690.813,1647.714742,1699.065691,A10
457110.8891,6782690.797,1647.82853,1699.218091,A10
457110.9892,6782690.781,1647.942243,1699.370392,A10
457111.0894,6782690.765,1648.056031,1699.522792,A10
457111.1897,6782690.75,1648.169968,1699.675392,A10
457111.2898,6782690.734,1648.283681,1699.827692,A10
457111.3899,6782690.718,1648.397394,1699.979992,A10
457111.49,6782690.703,1648.511181,1700.132391,A10
457111.5903,6782690.687,1648.625118,1700.284991,A10
457111.6904,6782690.671,1648.738831,1700.437291,A10
457111.7906,6782690.656,1648.852619,1700.589692,A10
457111.8907,6782690.64,1648.966332,1700.741992,A10
457111.9908,6782690.624,1649.08012,1700.894392,A10
457112.0911,6782690.609,1649.193982,1701.046892,A10
457112.1912,6782690.593,1649.30777,1701.199292,A10
457112.2913,6782690.577,1649.421483,1701.351592,A10
457112.3915,6782690.562,1649.53527,1701.503991,A10
457112.4918,6782690.546,1649.649207,1701.656592,A10
457112.5919,6782690.53,1649.76292,1701.808891,A10
457112.692,6782690.515,1649.876633,1701.961192,A10
457112.7922,6782690.499,1649.990421,1702.113592,A10
457112.8925,6782690.484,1650.104358,1702.266192,A10
457112.9926,6782690.468,1650.218071,1702.418491,A10
457113.0927,6782690.452,1650.331859,1702.570892,A10
457113.1928,6782690.437,1650.445572,1702.723192,A10
457113.293,6782690.421,1650.559359,1702.875592,A10
457113.3932,6782690.405,1650.673222,1703.028092,A10
457113.4934,6782690.39,1650.787009,1703.180492,A10
457113.5935,6782690.374,1650.900722,1703.332791,A10
457113.6937,6782690.359,1651.01451,1703.485192,A10
457113.794,6782690.343,1651.128447,1703.637792,A10
457113.8941,6782690.327,1651.24216,1703.790092,A10
457113.9942,6782690.312,1651.355873,1703.942392,A10
457114.0944,6782690.296,1651.469661,1704.094792,A10
457114.1947,6782690.281,1651.583598,1704.247392,A10
457114.2948,6782690.265,1651.697311,1704.399692,A10
457114.395,6782690.249,1651.811098,1704.552092,A10
457114.4951,6782690.234,1651.924811,1704.704392,A10
457114.5953,6782690.218,1652.038599,1704.856792,A10
457114.6955,6782690.203,1652.152461,1705.009292,A10
457114.7957,6782690.187,1652.266249,1705.161692,A10
457114.8958,6782690.172,1652.379962,1705.313992,A10
457114.996,6782690.156,1652.49375,1705.466392,A10
457115.0963,6782690.14,1652.607687,1705.618992,A10
457115.1964,6782690.125,1652.721399,1705.771292,A10
457115.2965,6782690.109,1652.835112,1705.923591,A10
457115.3967,6782690.094,1652.9489,1706.075992,A10
457115.497,6782690.078,1653.062837,1706.228592,A10
457115.5971,6782690.063,1653.17655,1706.380892,A10
457115.6973,6782690.047,1653.290338,1706.533292,A10
457115.7974,6782690.032,1653.404051,1706.685592,A10
457115.8976,6782690.016,1653.517839,1706.837992,A10
457115.9979,6782690.001,1653.631701,1706.990492,A10
457116.0981,6782689.985,1653.745488,1707.142891,A10
457116.1982,6782689.97,1653.859201,1707.295191,A10
457116.2984,6782689.954,1653.972989,1707.447592,A10
457116.3987,6782689.938,1654.086926,1707.600192,A10
457116.4988,6782689.923,1654.200639,1707.752492,A10
457116.599,6782689.907,1654.314427,1707.904892,A10
457116.6991,6782689.892,1654.42814,1708.057192,A10
457116.7994,6782689.876,1654.542077,1708.209792,A10
457116.8996,6782689.861,1654.65579,1708.362092,A10
457116.9998,6782689.845,1654.769577,1708.514492,A10
457117.0999,6782689.83,1654.88329,1708.666792,A10
457117.2001,6782689.815,1654.997078,1708.819192,A10
457117.3003,6782689.799,1655.11094,1708.971692,A10
457117.4005,6782689.784,1655.224728,1709.124092,A10
457117.5006,6782689.768,1655.338441,1709.276392,A10
457117.6008,6782689.753,1655.452229,1709.428792,A10
457117.7012,6782689.737,1655.566166,1709.581392,A10
457117.8013,6782689.722,1655.679879,1709.733692,A10
457117.9015,6782689.706,1655.793666,1709.886092,A10
457118.0016,6782689.691,1655.907379,1710.038392,A10
457118.1019,6782689.675,1656.021316,1710.190991,A10
457118.2021,6782689.66,1656.135029,1710.343291,A10
457118.3023,6782689.644,1656.248817,1710.495691,A10
457118.4024,6782689.629,1656.36253,1710.647992,A10
457118.5026,6782689.614,1656.476318,1710.800392,A10
457118.6029,6782689.598,1656.59018,1710.952892,A10
457118.7031,6782689.583,1656.703968,1711.105292,A10
457118.8032,6782689.567,1656.817681,1711.257592,A10
457118.9034,6782689.552,1656.931468,1711.409992,A10
457119.0037,6782689.536,1657.045405,1711.562591,A10
457119.1039,6782689.521,1657.159118,1711.714892,A10
457119.2041,6782689.506,1657.272906,1711.867292,A10
457119.3042,6782689.49,1657.386619,1712.019592,A10
457119.4045,6782689.475,1657.500556,1712.172192,A10
457119.5047,6782689.459,1657.614269,1712.324492,A10
457119.6049,6782689.444,1657.728056,1712.476892,A10
457119.705,6782689.428,1657.841769,1712.629192,A10
457119.8052,6782689.413,1657.955557,1712.781592,A10
457119.9055,6782689.398,1658.069419,1712.934091,A10
457120.0057,6782689.382,1658.183207,1713.086492,A10
457120.1059,6782689.367,1658.29692,1713.238792,A10
457120.2061,6782689.352,1658.410708,1713.391192,A10
457120.3064,6782689.336,1658.524645,1713.543792,A10
457120.4065,6782689.321,1658.638358,1713.696092,A10
457120.5067,6782689.305,1658.752146,1713.848492,A10
457120.6069,6782689.29,1658.865858,1714.000791,A10
457120.707,6782689.275,1658.979571,1714.153092,A10
457120.8074,6782689.259,1659.093508,1714.305692,A10
457120.9076,6782689.244,1659.207296,1714.458092,A10
457121.0077,6782689.229,1659.321009,1714.610392,A10
457121.1079,6782689.213,1659.434797,1714.762792,A10
457121.2082,6782689.198,1659.548659,1714.915292,A10
457121.3084,6782689.183,1659.662447,1715.067692,A10
457121.4086,6782689.167,1659.77616,1715.219992,A10
457121.5088,6782689.152,1659.889947,1715.372392,A10
457121.6091,6782689.137,1660.003884,1715.524991,A10
457121.7093,6782689.121,1660.117597,1715.677292,A10
457121.8095,6782689.106,1660.231385,1715.829692,A10
457121.9097,6782689.091,1660.345098,1715.981992,A10
457122.0098,6782689.075,1660.458811,1716.134292,A10
457122.1102,6782689.06,1660.572748,1716.286892,A10
457122.2104,6782689.045,1660.686536,1716.439292,A10
457122.3105,6782689.029,1660.800249,1716.591592,A10
457122.4108,6782689.014,1660.914036,1716.743992,A10
457122.511,6782688.999,1661.027899,1716.896492,A10
457122.6113,6782688.983,1661.141686,1717.048892,A10
457122.7114,6782688.968,1661.255399,1717.201192,A10
457122.8116,6782688.953,1661.369187,1717.353592,A10
457122.912,6782688.937,1661.483124,1717.506192,A10
457123.0121,6782688.922,1661.596837,1717.658492,A10
457123.1124,6782688.907,1661.710625,1717.810892,A10
457123.2125,6782688.892,1661.824338,1717.963192,A10
457123.3127,6782688.876,1661.938051,1718.115492,A10
457123.413,6782688.861,1662.051988,1718.268092,A10
457123.5133,6782688.846,1662.165775,1718.420492,A10
457123.6134,6782688.831,1662.279488,1718.572791,A10
457123.7136,6782688.815,1662.393276,1718.725192,A10
457123.814,6782688.8,1662.507213,1718.877792,A10
457123.9142,6782688.785,1662.620926,1719.030092,A10
457124.0143,6782688.77,1662.734639,1719.182392,A10
457124.1146,6782688.754,1662.848426,1719.334792,A10
457124.2149,6782688.739,1662.962363,1719.487392,A10
457124.3151,6782688.724,1663.076076,1719.639691,A10
457124.4153,6782688.709,1663.189864,1719.792091,A10
457124.5155,6782688.693,1663.303577,1719.944392,A10
457124.6156,6782688.678,1663.41729,1720.096691,A10
457124.716,6782688.663,1663.531227,1720.249292,A10
457124.8162,6782688.648,1663.645015,1720.401692,A10
457124.9164,6782688.632,1663.758728,1720.553992,A10
457125.0166,6782688.617,1663.872515,1720.706391,A10
457125.117,6782688.602,1663.986452,1720.858991,A10
457125.2172,6782688.587,1664.100165,1721.011292,A10
457125.3173,6782688.572,1664.213878,1721.163591,A10
457125.4176,6782688.556,1664.327666,1721.315992,A10
457125.5179,6782688.541,1664.441603,1721.468592,A10
457125.6181,6782688.526,1664.555316,1721.620892,A10
457125.7183,6782688.511,1664.669104,1721.773292,A10
457125.8185,6782688.496,1664.782817,1721.925592,A10
457125.9187,6782688.48,1664.89653,1722.077892,A10
457126.0191,6782688.465,1665.010467,1722.230492,A10
457126.1193,6782688.45,1665.124254,1722.382892,A10
457126.2195,6782688.435,1665.237967,1722.535191,A10
457126.3197,6782688.42,1665.351755,1722.687592,A10
457126.4201,6782688.405,1665.465692,1722.840192,A10
457126.5202,6782688.389,1665.579405,1722.992492,A10
457126.6204,6782688.374,1665.693118,1723.144792,A10
457126.7207,6782688.359,1665.806906,1723.297192,A10
457126.821,6782688.344,1665.920843,1723.449792,A10
457126.9212,6782688.329,1666.034556,1723.602092,A10
457127.0215,6782688.314,1666.148343,1723.754492,A10
457127.1216,6782688.298,1666.262056,1723.906792,A10
457127.2218,6782688.283,1666.375769,1724.059091,A10
457127.3222,6782688.268,1666.489706,1724.211691,A10
457127.4224,6782688.253,1666.603494,1724.364092,A10
457127.5226,6782688.238,1666.717207,1724.516392,A10
457127.6229,6782688.223,1666.830995,1724.668792,A10
457127.7232,6782688.208,1666.944932,1724.821392,A10
457127.8234,6782688.193,1667.058645,1724.973692,A10
457127.9236,6782688.177,1667.172358,1725.125992,A10
457128.0239,6782688.162,1667.286145,1725.278392,A10
457128.1242,6782688.147,1667.400082,1725.430992,A10
457128.2244,6782688.132,1667.513795,1725.583292,A10
457128.3247,6782688.117,1667.627583,1725.735692,A10
457128.4249,6782688.102,1667.741296,1725.887992,A10
457128.525,6782688.087,1667.855009,1726.040292,A10
457128.6254,6782688.072,1667.968946,1726.192892,A10
457128.7257,6782688.057,1668.082733,1726.345292,A10
457128.8259,6782688.042,1668.196446,1726.497592,A10
457128.9261,6782688.026,1668.310234,1726.649992,A10
457129.0265,6782688.011,1668.424171,1726.802592,A10
457129.1267,6782687.996,1668.537884,1726.954892,A10
457129.2269,6782687.981,1668.651597,1727.107192,A10
457129.3271,6782687.966,1668.765385,1727.259592,A10
457129.4275,6782687.951,1668.879322,1727.412192,A10
457129.5277,6782687.936,1668.993035,1727.564492,A10
457129.628,6782687.921,1669.106822,1727.716892,A10
457129.7282,6782687.906,1669.220535,1727.869191,A10
457129.8283,6782687.891,1669.334248,1728.021492,A10
457129.9287,6782687.876,1669.448185,1728.174092,A10
457130.029,6782687.861,1669.561973,1728.326492,A10
457130.1292,6782687.846,1669.675686,1728.478792,A10
457130.2294,6782687.831,1669.789474,1728.631192,A10
457130.3298,6782687.816,1669.903411,1728.783792,A10
457130.43,6782687.801,1670.017124,1728.936092,A10
457130.5302,6782687.786,1670.130837,1729.088392,A10
457130.6305,6782687.771,1670.244624,1729.240791,A10
457130.7309,6782687.756,1670.358561,1729.393391,A10
457130.8311,6782687.741,1670.472274,1729.545691,A10
457130.9313,6782687.726,1670.586062,1729.698092,A10
457131.0315,6782687.711,1670.699775,1729.850392,A10
457131.1318,6782687.696,1670.813563,1730.002792,A10
457131.2321,6782687.681,1670.927425,1730.155292,A10
457131.3324,6782687.666,1671.041213,1730.307692,A10
457131.4326,6782687.651,1671.154926,1730.459992,A10
457131.5329,6782687.636,1671.268713,1730.612392,A10
457131.6333,6782687.621,1671.38265,1730.764992,A10
457131.7335,6782687.606,1671.496363,1730.917292,A10
457131.8337,6782687.591,1671.610076,1731.069592,A10
457131.9339,6782687.576,1671.723864,1731.221992,A10
457132.0343,6782687.561,1671.837801,1731.374592,A10
457132.1345,6782687.546,1671.951514,1731.526892,A10
457132.2348,6782687.531,1672.065302,1731.679292,A10
457132.335,6782687.516,1672.179015,1731.831592,A10
457132.4353,6782687.501,1672.292802,1731.983992,A10
457132.5356,6782687.486,1672.406664,1732.136491,A10
457132.6359,6782687.471,1672.520452,1732.288892,A10
457132.7361,6782687.456,1672.634165,1732.441192,A10
457132.8364,6782687.441,1672.747953,1732.593592,A10
457132.9368,6782687.426,1672.86189,1732.746192,A10
457133.037,6782687.411,1672.975603,1732.898492,A10
457133.1372,6782687.396,1673.089316,1733.050792,A10
457133.2374,6782687.381,1673.203103,1733.203192,A10
457133.3378,6782687.366,1673.31704,1733.355791,A10
457133.4381,6782687.351,1673.430753,1733.508092,A10
457133.5383,6782687.336,1673.544541,1733.660492,A10
457133.6385,6782687.321,1673.658254,1733.812792,A10
457133.7388,6782687.306,1673.772042,1733.965192,A10
457133.8391,6782687.291,1673.885904,1734.117692,A10
457133.9394,6782687.276,1673.999692,1734.270092,A10
457134.0396,6782687.261,1674.113405,1734.422392,A10
457134.1399,6782687.246,1674.227192,1734.574792,A10
457134.2403,6782687.231,1674.341129,1734.727392,A10
457134.3405,6782687.216,1674.454842,1734.879691,A10
457134.4407,6782687.202,1674.568555,1735.031992,A10
457134.541,6782687.187,1674.682343,1735.184392,A10
457134.6414,6782687.172,1674.79628,1735.336992,A10
457134.7416,6782687.157,1674.909993,1735.489291,A10
457134.8419,6782687.142,1675.023781,1735.641692,A10
457134.9421,6782687.127,1675.137494,1735.793992,A10
457135.0424,6782687.112,1675.251281,1735.946391,A10
457135.1427,6782687.097,1675.365144,1736.098892,A10
457135.243,6782687.082,1675.478931,1736.251292,A10
457135.3432,6782687.067,1675.592644,1736.403591,A10
457135.4435,6782687.052,1675.706432,1736.555992,A10
457135.5439,6782687.037,1675.820369,1736.708592,A10
457135.6441,6782687.022,1675.934082,1736.860892,A10
457135.7443,6782687.007,1676.047795,1737.013192,A10
457135.8446,6782686.992,1676.161583,1737.165592,A10
457135.945,6782686.978,1676.27552,1737.318192,A10
457136.0452,6782686.963,1676.389233,1737.470492,A10
457136.1455,6782686.948,1676.50302,1737.622892,A10
457136.2457,6782686.933,1676.616733,1737.775191,A10
457136.346,6782686.918,1676.730521,1737.927592,A10
