depth,poro,perm,well
2457.4883,0.131004,227.57114,B2
2457.9883,0.125035,138.7121,B2
2458.4883,0.118611,124.48138,B2
2458.9883,0.116984,112.04274,B2
2459.4883,0.120278,132.46465,B2
2459.9883,0.116103,153.67561,B2
2460.4883,0.104161,213.93134,B2
2460.9883,0.101297,275.12463,B2
2461.4883,0.107916,266.81415,B2
2461.9883,0.115052,256.83466,B2
2462.4883,0.122492,366.52328,B2
2462.9883,0.123138,479.08554,B2
2463.4883,0.11682,266.42673,B2
2463.9883,0.115961,45.958328,B2
2464.4883,0.120859,95.006828,B2
2464.9883,0.12421,150.52727,B2
2465.4883,0.125838,122.56945,B2
2465.9883,0.12552,92.607063,B2
2466.4883,0.123253,149.06738,B2
2466.9883,0.121403,207.603,B2
2467.4883,0.120028,184.92644,B2
2467.9883,0.116677,160.29973,B2
2468.4883,0.111293,104.19534,B2
2468.9883,0.115865,47.335087,B2
2469.4883,0.130681,130.28149,B2
2469.9883,0.130413,216.58508,B2
2470.4883,0.114452,126.50246,B2
2470.9883,0.108389,32.184265,B2
2471.4883,0.112838,51.950603,B2
2471.9883,0.12497,74.456467,B2
2472.4883,0.144717,171.89693,B2
2472.9883,0.145933,271.13681,B2
2473.4883,0.127992,159.90228,B2
2473.9883,0.119668,43.613628,B2
2474.4883,0.121654,57.171391,B2
2474.9883,0.118267,73.847176,B2
2475.4883,0.109131,153.45657,B2
2475.9883,0.108633,234.57722,B2
2476.4883,0.117118,170.44878,B2
2476.9883,0.121236,102.83242,B2
2477.4883,0.120667,152.04652,B2
2477.9883,0.117088,204.06612,B2
2478.4883,0.110537,225.60464,B2
2478.9883,0.112015,246.41122,B2
2479.4883,0.121785,199.40742,B2
2479.9883,0.121962,150.77528,B2
2480.4883,0.112115,123.70845,B2
2480.9883,0.108142,97.159477,B2
2481.4883,0.110423,74.689095,B2
2481.9883,0.115189,52.316647,B2
2482.4883,0.12235,101.12321,B2
2482.9883,0.127699,151.63901,B2
2483.4883,0.131135,202.83003,B2
2483.9883,0.12904,254.03726,B2
2484.4883,0.121327,187.77338,B2
2484.9883,0.115217,118.68866,B2
2485.4883,0.110881,101.23423,B2
2485.9883,0.111254,85.019608,B2
2486.4883,0.116408,89.73027,B2
2486.9883,0.117454,94.94342,B2
2487.4883,0.114179,75.231339,B2
2487.9883,0.115961,54.920734,B2
2488.4883,0.123025,198.44696,B2
2488.9883,0.12927,345.90741,B2
2489.4883,0.13455,259.23822,B2
2489.9883,0.135732,166.94687,B2
2490.4883,0.132741,199.66562,B2
2490.9883,0.128879,235.38626,B2
2491.4883,0.124225,155.20241,B2
2491.9883,0.12168,72.235344,B2
2492.4883,0.121315,73.31414,B2
2492.9883,0.120635,76.411148,B2
2493.4883,0.11958,61.981548,B2
2493.9883,0.11897,47.131081,B2
2494.4883,0.118825,188.65572,B2
2494.9883,0.121114,333.93539,B2
2495.4883,0.125885,215.47221,B2
2495.9883,0.117491,90.675751,B2
2496.4883,0.095554,225.40659,B2
2496.9883,0.090809,366.36948,B2
2497.4883,0.103995,403.53259,B2
2497.9883,0.113999,438.20316,B2
2498.4883,0.120314,347.29269,B2
2498.9883,0.1213,253.36662,B2
2499.4883,0.116918,144.89706,B2
2499.9883,0.122599,36.078274,B2
2500.4883,0.138712,82.692116,B2
2500.9883,0.137633,133.03838,B2
2501.4883,0.118697,97.252846,B2
2501.9883,0.110215,59.399021,B2
2502.4883,0.112868,68.314362,B2
2502.9883,0.116102,78.352783,B2
2503.4883,0.119662,86.642235,B2
2503.9883,0.11978,94.889687,B2
2504.4883,0.116365,121.1573,B2
2504.9883,0.116767,147.85764,B2
2505.4883,0.121161,115.45317,B2
2505.9883,0.12353,81.629433,B2
2506.4883,0.123728,116.46623,B2
2506.9883,0.120226,152.9518,B2
2507.4883,0.112987,127.94345,B2
2507.9883,0.114154,101.45846,B2
2508.4883,0.12402,108.83162,B2
2508.9883,0.124071,117.01781,B2
2509.4883,0.113862,93.838669,B2
2509.9883,0.112306,69.906342,B2
2510.4883,0.119856,91.923012,B2
2510.9883,0.121721,115.04306,B2
2511.4883,0.117544,336.67468,B2
2511.9883,0.117552,563.07318,B2
2512.4883,0.12199,331.54837,B2
2512.9883,0.121927,89.027443,B2
2513.4883,0.11715,99.575905,B2
2513.9883,0.11311,116.20135,B2
2514.4883,0.109938,118.12636,B2
2514.9883,0.109584,119.69836,B2
2515.4883,0.112094,76.009781,B2
2515.9883,0.112972,31.234354,B2
2516.4883,0.112109,52.511131,B2
2516.9883,0.116065,75.374031,B2
2517.4883,0.124998,81.740814,B2
2517.9883,0.126029,87.711479,B2
2518.4883,0.118849,71.777283,B2
2518.9883,0.117721,55.317074,B2
2519.4883,0.122988,72.291595,B2
2519.9883,0.124523,90.069,B2
2520.4883,0.122083,93.100632,B2
2520.9883,0.114998,95.778175,B2
2521.4883,0.103253,107.44242,B2
2521.9883,0.099169,119.32246,B2
2522.4883,0.103042,136.19901,B2
2522.9883,0.108701,153.19553,B2
2523.4883,0.116,114.72781,B2
2523.9883,0.118282,74.92823,B2
2524.4883,0.115387,63.722908,B2
2524.9883,0.115963,53.204224,B2
2525.4883,0.12022,76.451279,B2
2525.9883,0.120153,100.50915,B2
2526.4883,0.115571,82.915321,B2
2526.9883,0.114746,64.321304,B2
2527.4883,0.117875,124.16708,B2
2527.9883,0.116784,185.89644,B2
2528.4883,0.111275,123.65852,B2
2528.9883,0.109807,58.443768,B2
2529.4883,0.112583,46.748581,B2
2529.9883,0.112113,36.338562,B2
2530.4883,0.108219,45.050594,B2
2530.9883,0.107712,54.221806,B2
2531.4883,0.110758,61.222004,B2
2531.9883,0.11258,68.170067,B2
2532.4883,0.113063,63.701424,B2
2532.9883,0.112606,58.95863,B2
2533.4883,0.111216,69.462051,B2
2533.9883,0.114599,80.331589,B2
2534.4883,0.122891,103.41874,B2
2534.9883,0.126532,126.79928,B2
2535.4883,0.125294,86.248222,B2
2535.9883,0.121625,44.161972,B2
2536.4883,0.115582,48.654671,B2
2536.9883,0.113573,54.265873,B2
2537.4883,0.115754,69.072426,B2
2537.9883,0.117191,84.099777,B2
2538.4883,0.117766,122.65612,B2
2538.9883,0.118297,161.77747,B2
2539.4883,0.118805,103.65977,B2
2539.9883,0.117961,43.207066,B2
2540.4883,0.115735,59.869591,B2
2540.9883,0.115694,78.383888,B2
2541.4883,0.117924,79.341423,B2
2541.9883,0.121349,79.877365,B2
2542.4883,0.125941,129.12122,B2
2542.9883,0.126811,179.53468,B2
2543.4883,0.123845,157.91304,B2
2543.9883,0.119665,134.5616,B2
2544.4883,0.114333,113.53776,B2
2544.9883,0.110515,92.569817,B2
2545.4883,0.108278,64.701035,B2
2545.9883,0.106805,36.666538,B2
2546.4883,0.106078,45.950218,B2
2546.9883,0.109072,56.130024,B2
2547.4883,0.11586,110.22688,B2
2547.9883,0.114479,165.37831,B2
2548.4883,0.104643,103.86022,B2
2548.9883,0.10394,39.540527,B2
2549.4883,0.112792,82.281647,B2
2549.9883,0.119312,127.59362,B2
2550.4883,0.123213,149.04161,B2
2550.9883,0.126302,169.91655,B2
2551.4883,0.12862,143.35712,B2
2551.9883,0.1294,115.65862,B2
2552.4883,0.128624,151.05434,B2
2552.9883,0.137477,187.96513,B2
2553.4883,0.156229,161.01936,B2
2553.9883,0.151271,132.54021,B2
2554.4883,0.121796,89.108032,B2
2554.9883,0.11115,45.316807,B2
2555.4883,0.120375,431.86795,B2
2555.9883,0.120609,828.75293,B2
2556.4883,0.111162,453.0209,B2
2556.9883,0.108484,58.735943,B2
2557.4883,0.112971,51.800339,B2
2557.9883,0.117215,54.166199,B2
2558.4883,0.12104,53.998215,B2
2558.9883,0.12313,53.769382,B2
2559.4883,0.123453,100.11512,B2
2559.9883,0.123273,147.57925,B2
2560.4883,0.122622,153.28996,B2
2560.9883,0.120926,157.99802,B2
2561.4883,0.118173,198.64072,B2
2561.9883,0.121177,240.14632,B2
2562.4883,0.130101,274.33383,B2
2562.9883,0.132365,308.34561,B2
2563.4883,0.127666,246.49608,B2
2563.9883,0.125768,182.34462,B2
2564.4883,0.126904,188.85641,B2
2564.9883,0.126355,197.06505,B2
2565.4883,0.124008,138.13667,B2
2565.9883,0.120936,77.59613,B2
2566.4883,0.117163,64.245567,B2
2566.9883,0.114109,52.028187,B2
2567.4883,0.111808,50.495342,B2
2567.9883,0.113495,49.21907,B2
2568.4883,0.119249,96.248299,B2
2568.9883,0.123581,144.4375,B2
2569.4883,0.126361,155.30263,B2
2569.9883,0.127262,165.27145,B2
2570.4883,0.126276,118.9848,B2
2570.9883,0.119012,71.347275,B2
2571.4883,0.105361,63.001354,B2
2571.9883,0.102702,55.598949,B2
2572.4883,0.111454,65.019005,B2
2572.9883,0.11727,74.843025,B2
2573.4883,0.119805,76.817329,B2
2573.9883,0.119226,78.603134,B2
2574.4883,0.115537,195.90157,B2
2574.9883,0.116535,315.97379,B2
2575.4883,0.122409,218.49216,B2
2575.9883,0.125131,115.78635,B2
2576.4883,0.124509,408.37805,B2
2576.9883,0.124099,710.4621,B2
2577.4883,0.123984,417.36954,B2
2577.9883,0.122664,109.98498,B2
2578.4883,0.120104,77.873566,B2
2578.9883,0.118474,52.372311,B2
2579.4883,0.117826,124.09657,B2
2579.9883,0.119319,198.15552,B2
2580.4883,0.122982,153.82971,B2
2580.9883,0.126032,106.66111,B2
2581.4883,0.128404,117.88705,B2
2581.9883,0.124735,130.51521,B2
2582.4883,0.114898,98.554649,B2
2582.9883,0.112793,65.523354,B2
2583.4883,0.118756,68.680077,B2
2583.9883,0.120828,72.705788,B2
2584.4883,0.118722,80.724876,B2
2584.9883,0.119272,88.839867,B2
2585.4883,0.122641,100.37787,B2
2585.9883,0.120976,111.99808,B2
2586.4883,0.114089,100.12756,B2
2586.9883,0.112512,87.692963,B2
2587.4883,0.116497,68.606812,B2
2587.9883,0.116812,49.360943,B2
2588.4883,0.113235,57.998425,B2
2588.9883,0.110067,67.305473,B2
2589.4883,0.107411,46.375515,B2
2589.9883,0.106637,24.719469,B2
2590.4883,0.107775,121.89328,B2
2590.9883,0.11137,221.92056,B2
2591.4883,0.117436,181.87524,B2
2591.9883,0.12069,138.46632,B2
2592.4883,0.121007,125.01779,B2
2592.9883,0.120696,112.28869,B2
2593.4883,0.119813,115.64001,B2
2593.9883,0.118746,119.37746,B2
2594.4883,0.117503,95.002602,B2
2594.9883,0.117662,69.952682,B2
2595.4883,0.11926,66.189674,B2
2595.9883,0.117156,62.937828,B2
2596.4883,0.111223,73.373726,B2
2596.9883,0.110436,84.138313,B2
2597.4883,0.115012,68.909325,B2
2597.9883,0.118497,53.056152,B2
2598.4883,0.120736,181.45869,B2
2598.9883,0.122579,313.32526,B2
2599.4883,0.124047,287.17572,B2
2599.9883,0.120566,257.23172,B2
2600.4883,0.112028,157.60045,B2
2600.9883,0.112272,56.295761,B2
2601.4883,0.121632,85.136734,B2
2601.9883,0.123185,117.1029,B2
2602.4883,0.116525,96.879745,B2
2602.9883,0.111413,75.403358,B2
2603.4883,0.108085,61.717323,B2
2603.9883,0.108559,48.218365,B2
2604.4883,0.112882,133.21225,B2
2604.9883,0.11576,220.57126,B2
2605.4883,0.117067,167.83092,B2
2605.9883,0.116219,111.72634,B2
2606.4883,0.113203,122.93882,B2
2606.9883,0.111115,135.76779,B2
2607.4883,0.110031,115.3186,B2
2607.9883,0.111091,94.07029,B2
2608.4883,0.114322,97.19841,B2
2608.9883,0.119018,100.91189,B2
2609.4883,0.12516,97.965866,B2
2609.9883,0.126869,94.859924,B2
2610.4883,0.124004,119.79577,B2
2610.9883,0.122681,145.40497,B2
2611.4883,0.123049,99.055992,B2
2611.9883,0.123107,50.979076,B2
2612.4883,0.122807,83.88147,B2
2612.9883,0.124005,118.72843,B2
2613.4883,0.126747,155.46152,B2
2613.9883,0.134602,192.23987,B2
2614.4883,0.147654,164.47192,B2
2614.9883,0.144383,135.15404,B2
2615.4883,0.124269,95.34671,B2
2615.9883,0.124625,55.287518,B2
2616.4883,0.146345,140.61221,B2
2616.9883,0.144466,228.94777,B2
2617.4883,0.117907,146.39951,B2
2617.9883,0.107305,59.747784,B2
2618.4883,0.113636,76.716858,B2
2618.9883,0.118155,96.174194,B2
2619.4883,0.120412,107.22817,B2
2619.9883,0.118845,118.08036,B2
2620.4883,0.113415,109.03973,B2
2620.9883,0.110728,99.521423,B2
2621.4883,0.110942,83.858406,B2
2621.9883,0.115325,68.047836,B2
2622.4883,0.123908,339.7999,B2
2622.9883,0.136181,618.45728,B2
2623.4883,0.152132,373.19919,B2
2623.9883,0.149192,115.36031,B2
2624.4883,0.126817,80.019905,B2
2624.9883,0.114501,50.022385,B2
2625.4883,0.112952,223.04556,B2
2625.9883,0.116152,400.94391,B2
2626.4883,0.123958,416.23132,B2
2626.9883,-999.25,427.61392,B2
2627.4883,-999.25,-999.25,B2
2627.9883,-999.25,-999.25,B2
1496.8563,-999.25,-999.25,B4
1497.1063,-999.25,-999.25,B4
1497.6063,-999.25,-999.25,B4
1498.1063,0.209646,-999.25,B4
1498.6063,0.204157,66.352539,B4
1499.1063,0.205084,83.383347,B4
1499.6063,0.2086,147.41255,B4
1500.1063,0.210237,189.32449,B4
1500.6063,0.211118,181.24376,B4
1501.1063,0.215021,156.53889,B4
1501.6063,0.220144,128.66795,B4
1502.1063,0.21385,114.22773,B4
1502.6063,0.202953,119.91194,B4
1503.1063,0.199209,113.90755,B4
1503.6063,0.198349,83.383835,B4
1504.1063,0.200166,61.662781,B4
1504.6063,0.203063,62.183662,B4
1505.1063,0.207094,69.360649,B4
1505.6063,0.211581,76.907738,B4
1506.1063,0.209964,86.773743,B4
1506.6063,0.205884,99.744675,B4
1507.1063,0.20802,115.44732,B4
1507.6063,0.212663,133.73114,B4
1508.1063,0.205972,127.9522,B4
1508.6063,0.194711,87.364571,B4
1509.1063,0.195961,61.284557,B4
1509.6063,0.202256,69.602188,B4
1510.1063,0.210287,100.40005,B4
1510.6063,0.219019,148.87166,B4
1511.1063,0.212388,157.62695,B4
1511.6063,0.199562,103.51958,B4
1512.1063,0.200679,87.596291,B4
1512.6063,0.207418,150.61082,B4
1513.1063,0.208162,182.20482,B4
1513.6063,0.206489,137.869,B4
1514.1063,0.205617,88.976822,B4
1514.6063,0.205068,64.314293,B4
1515.1063,0.206039,63.312984,B4
1515.6063,0.207624,85.743645,B4
1516.1063,0.210297,110.1032,B4
1516.6063,0.213409,127.71913,B4
1517.1063,0.215331,149.61549,B4
1517.6063,0.216774,180.23845,B4
1518.1063,0.213245,182.45203,B4
1518.6063,0.20771,141.27866,B4
1519.1063,0.210484,103.77228,B4
1519.6063,0.216609,88.910484,B4
1520.1063,0.216053,80.884483,B4
1520.6063,0.212804,73.318321,B4
1521.1063,0.212713,145.86536,B4
1521.6063,0.213895,330.65103,B4
1522.1063,0.213764,404.15204,B4
1522.6063,0.213104,276.21793,B4
1523.1063,0.210266,149.77298,B4
1523.6063,0.20655,106.65969,B4
1524.1063,0.208358,86.575203,B4
1524.6063,0.212394,65.198425,B4
1525.1063,0.215055,70.037743,B4
1525.6063,0.217161,112.18773,B4
1526.1063,0.207671,126.08487,B4
1526.6063,0.193504,85.286369,B4
1527.1063,0.195631,54.765453,B4
1527.6063,0.20433,60.726837,B4
1528.1063,0.207297,74.045601,B4
1528.6063,0.207952,82.975197,B4
1529.1063,0.212222,101.9657,B4
1529.6063,0.217951,136.84505,B4
1530.1063,0.217423,155.4632,B4
1530.6063,0.214372,144.85355,B4
1531.1063,0.210744,133.3511,B4
1531.6063,0.206883,132.38383,B4
1532.1063,0.211682,143.96194,B4
1532.6063,0.219973,168.89619,B4
1533.1063,0.213516,161.27142,B4
1533.6063,0.20111,102.56929,B4
1534.1063,0.200468,63.518085,B4
1534.6063,0.204572,72.643616,B4
1535.1063,0.207334,89.709061,B4
1535.6063,0.209556,98.486282,B4
1536.1063,0.211332,135.27084,B4
1536.6063,0.21293,214.70132,B4
1537.1063,0.217447,284.34988,B4
1537.6063,0.223141,323.07147,B4
1538.1063,0.222244,308.45795,B4
1538.6063,0.218689,231.47173,B4
1539.1063,0.219017,183.96384,B4
1539.6063,0.220912,202.97923,B4
1540.1063,0.222292,204.29413,B4
1540.6063,0.223465,153.93973,B4
1541.1063,0.220108,111.97519,B4
1541.6063,0.214925,102.62331,B4
1542.1063,0.212468,96.491035,B4
1542.6063,0.211111,81.723686,B4
1543.1063,0.211814,73.108894,B4
1543.6063,0.213347,76.610725,B4
1544.1063,0.20854,72.731216,B4
1544.6063,0.201176,53.606541,B4
1545.1063,0.203853,90.35498,B4
1545.6063,0.210581,211.65967,B4
1546.1063,0.205575,256.37497,B4
1546.6063,0.195837,159.50826,B4
1547.1063,0.195901,74.933083,B4
1547.6063,0.199918,64.709061,B4
1548.1063,0.201813,85.332062,B4
1548.6063,0.202853,119.25618,B4
1549.1063,0.204079,130.86018,B4
1549.6063,0.205381,105.77748,B4
1550.1063,0.206232,78.037216,B4
1550.6063,0.206902,61.363903,B4
1551.1063,0.207793,61.73159,B4
1551.6063,0.208773,81.549706,B4
1552.1063,0.211497,90.88427,B4
1552.6063,0.214923,77.662415,B4
1553.1063,0.2099,68.536804,B4
1553.6063,0.201469,74.256882,B4
1554.1063,0.20548,94.629181,B4
1554.6063,0.21451,129.57567,B4
1555.1063,0.22305,338.00369,B4
1555.6063,0.231392,784.00305,B4
1556.1063,0.225355,921.59271,B4
1556.6063,0.213518,530.56982,B4
1557.1063,0.207203,168.76723,B4
1557.6063,0.203114,61.167606,B4
1558.1063,0.202125,46.319649,B4
1558.6063,0.202387,59.107445,B4
1559.1063,0.205465,74.811104,B4
1559.6063,0.209678,83.460709,B4
1560.1063,0.206116,81.717606,B4
1560.6063,0.199418,68.235268,B4
1561.1063,0.205865,67.958244,B4
1561.6063,0.217614,90.94709,B4
1562.1063,0.217054,100.94112,B4
1562.6063,0.211529,83.315819,B4
1563.1063,0.207052,88.356316,B4
1563.6063,0.202997,136.3434,B4
1564.1063,0.204223,158.42188,B4
1564.6063,0.207578,126.82136,B4
1565.1063,0.200327,84.167648,B4
1565.6063,0.188799,47.65239,B4
1566.1063,0.192636,35.378433,B4
1566.6063,0.202668,54.646954,B4
1567.1063,0.207012,78.775452,B4
1567.6063,0.20906,97.002457,B4
1568.1063,0.208274,114.20718,B4
1568.6063,0.206344,132.3575,B4
1569.1063,0.206423,148.79237,B4
1569.6063,0.207313,162.43858,B4
1570.1063,0.206723,156.21445,B4
1570.6063,0.205536,123.23066,B4
1571.1063,0.203682,89.950775,B4
1571.6063,0.20156,67.047974,B4
1572.1063,0.206877,58.016277,B4
1572.6063,0.215194,64.264877,B4
1573.1063,0.218713,80.944595,B4
1573.6063,0.220297,106.09969,B4
1574.1063,0.216142,107.71583,B4
1574.6063,0.209673,72.881126,B4
1575.1063,0.204021,47.438194,B4
1575.6063,0.198699,49.87608,B4
1576.1063,0.20459,69.029083,B4
1576.6063,0.215003,100.39391,B4
1577.1063,0.217828,119.29072,B4
1577.6063,0.217593,115.76574,B4
1578.1063,0.214208,102.49187,B4
1578.6063,0.209553,84.580276,B4
1579.1063,0.211806,103.2137,B4
1579.6063,0.216846,175.00179,B4
1580.1063,0.214199,207.75728,B4
1580.6063,0.208451,164.29959,B4
1581.1063,0.206911,120.03421,B4
1581.6063,0.207068,105.37337,B4
1582.1063,0.205613,94.697678,B4
1582.6063,0.203509,77.674438,B4
1583.1063,0.202831,60.29512,B4
1583.6063,0.202728,44.976192,B4
1584.1063,0.208089,66.975182,B4
1584.6063,0.215653,140.51199,B4
1585.1063,0.211858,181.26904,B4
1585.6063,0.203481,155.23969,B4
1586.1063,0.205658,128.64517,B4
1586.6063,0.212091,128.19354,B4
1587.1063,0.207236,118.78368,B4
1587.6063,0.197829,86.258751,B4
1588.1063,0.197888,76.052284,B4
1588.6063,0.201766,106.48835,B4
1589.1063,0.199489,117.76207,B4
1589.6063,0.194731,85.753197,B4
1590.1063,0.19473,63.030323,B4
1590.6063,0.196649,70.795174,B4
1591.1063,0.203609,80.457848,B4
1591.6063,0.212601,80.487556,B4
1592.1063,0.209459,76.9701,B4
1592.6063,0.201423,72.359962,B4
1593.1063,0.198726,64.61161,B4
1593.6063,0.198181,52.900059,B4
1594.1063,0.201383,74.457016,B4
1594.6063,0.206097,144.29861,B4
1595.1063,0.198959,167.73795,B4
1595.6063,0.187041,106.58626,B4
1596.1063,0.186574,59.171478,B4
1596.6063,0.190725,65.150803,B4
1597.1063,0.201361,117.10618,B4
1597.6063,0.214613,212.04579,B4
1598.1063,0.216337,253.2643,B4
1598.6063,0.213411,201.7589,B4
1599.1063,0.216317,144.37352,B4
1599.6063,0.221575,116.13371,B4
1600.1063,0.224055,104.73199,B4
1600.6063,0.225415,105.20454,B4
1601.1063,0.221749,106.99655,B4
1601.6063,0.216055,105.85109,B4
1602.1063,0.212092,106.30071,B4
1602.6063,0.208827,110.17345,B4
1603.1063,0.212749,122.6939,B4
1603.6063,0.219569,145.96921,B4
1604.1063,0.223144,162.62973,B4
1604.6063,0.225411,165.67001,B4
1605.1063,0.224457,164.54634,B4
1605.6063,0.222203,163.07254,B4
1606.1063,0.213627,148.077,B4
1606.6063,0.202502,114.24737,B4
1607.1063,0.20196,79.855713,B4
1607.6063,0.205685,52.271397,B4
1608.1063,0.205852,37.696434,B4
1608.6063,0.204584,38.632195,B4
1609.1063,0.208997,66.349625,B4
1609.6063,0.215701,125.39448,B4
1610.1063,0.21653,156.49223,B4
1610.6063,0.21499,135.73653,B4
1611.1063,0.214754,115.04175,B4
1611.6063,0.215045,115.34581,B4
1612.1063,0.217296,153.52628,B4
1612.6063,0.220336,236.39017,B4
1613.1063,0.22258,260.75247,B4
1613.6063,0.224502,184.99709,B4
1614.1063,0.217591,120.66629,B4
1614.6063,0.207118,112.74687,B4
1615.1063,0.204484,107.31588,B4
1615.6063,0.205011,82.625359,B4
1616.1063,0.208158,77.106544,B4
1616.6063,0.212361,106.25938,B4
1617.1063,0.211496,125.37841,B4
1617.6063,0.208588,116.43322,B4
1618.1063,0.209305,95.771683,B4
1618.6063,0.211485,69.987144,B4
1619.1063,0.214929,90.399452,B4
1619.6063,0.218883,177.70673,B4
1620.1063,0.21839,217.11626,B4
1620.6063,0.216103,162.33034,B4
1621.1063,0.219582,112.69465,B4
1621.6063,0.225386,108.27689,B4
1622.1063,0.217618,101.55418,B4
1622.6063,0.204377,73.359779,B4
1623.1063,0.205534,57.241982,B4
1623.6063,0.212497,66.731308,B4
1624.1063,0.206787,68.809418,B4
1624.6063,0.195965,50.159477,B4
1625.1063,0.195507,34.379074,B4
1625.6063,0.199228,30.985481,B4
1626.1063,0.197627,39.612579,B4
1626.6063,0.193879,60.112709,B4
1627.1063,0.199666,76.483505,B4
1627.6063,0.209299,82.270981,B4
1628.1063,0.211315,89.173965,B4
1628.6063,0.210259,101.91077,B4
1629.1063,0.207805,118.50143,B4
1629.6063,0.204787,138.14737,B4
1630.1063,0.212085,163.27422,B4
1630.6063,0.223545,194.86026,B4
1631.1063,0.223497,218.44234,B4
1631.6063,0.218808,228.18719,B4
1632.1063,0.208763,195.47325,B4
1632.6063,0.196559,108.75698,B4
1633.1063,0.198923,93.783882,B4
1633.6063,0.207161,201.2691,B4
1634.1063,0.215833,354.99496,B4
1634.6063,0.22468,524.22162,B4
1635.1063,0.224486,540.28394,B4
1635.6063,0.220645,335.15649,B4
1636.1063,0.217193,158.74933,B4
1636.6063,0.213897,111.85508,B4
1637.1063,0.214729,112.24659,B4
1637.6063,0.217225,126.76037,B4
1638.1063,0.218983,152.99858,B4
1638.6063,0.220443,189.99414,B4
1639.1063,0.214432,192.41074,B4
1639.6063,0.205408,141.96349,B4
1640.1063,0.209451,120.6506,B4
1640.6063,0.218764,161.54324,B4
1641.1063,0.219516,185.78085,B4
1641.6063,0.216814,161.55769,B4
1642.1063,0.215147,282.74701,B4
1642.6063,0.213898,627.54095,B4
1643.1063,0.209274,757.11609,B4
1643.6063,0.20329,494.48795,B4
1644.1063,0.201828,229.0238,B4
1644.6063,0.20219,117.76155,B4
1645.1063,0.206616,75.10746,B4
1645.6063,0.212682,66.54023,B4
1646.1063,0.207186,64.871819,B4
1646.6063,0.197028,59.13689,B4
1647.1063,0.200895,72.751625,B4
1647.6063,0.21042,115.16015,B4
1648.1063,0.211774,140.12238,B4
1648.6063,0.209834,128.98898,B4
1649.1063,0.210308,119.62784,B4
1649.6063,0.211757,127.31163,B4
1650.1063,0.20446,121.30154,B4
1650.6063,0.193637,89.200096,B4
1651.1063,0.204699,121.54517,B4
1651.6063,0.224588,254.85213,B4
1652.1063,0.224707,322.78656,B4
1652.6063,0.216853,258.26321,B4
1653.1063,0.211943,169.78094,B4
1653.6063,0.208221,101.09914,B4
1654.1063,0.205592,79.975754,B4
1654.6063,0.203404,117.606,B4
1655.1063,0.207352,169.06847,B4
1655.6063,0.213776,216.24564,B4
1656.1063,0.215959,214.61835,B4
1656.6063,0.216433,146.23129,B4
1657.1063,0.212798,82.005379,B4
1657.6063,0.207507,50.544052,B4
1658.1063,0.203745,41.276611,B4
1658.6063,0.2006,49.939716,B4
1659.1063,0.201331,95.777534,B4
1659.6063,0.203626,186.55154,B4
1660.1063,0.209489,227.55125,B4
1660.6063,0.216792,180.57838,B4
1661.1063,0.214659,127.00725,B4
1661.6063,0.208721,99.657349,B4
1662.1063,0.203876,81.388824,B4
1662.6063,0.199473,65.288902,B4
1663.1063,0.198147,60.441975,B4
1663.6063,0.198061,70.511909,B4
1664.1063,0.201777,74.592499,B4
1664.6063,0.207026,64.251923,B4
1665.1063,0.212102,69.853386,B4
1665.6063,0.217108,103.64282,B4
1666.1063,0.217565,147.61172,B4
1666.6063,0.216188,194.49695,B4
1667.1063,0.217402,220.54726,B4
1667.6063,0.219661,216.18343,B4
1668.1063,0.21381,202.87685,B4
1668.6063,0.204689,189.28725,B4
1669.1063,0.206756,165.53357,B4
1669.6063,0.213335,127.63064,B4
1670.1063,0.211678,110.74457,B4
1670.6063,0.2067,129.05841,B4
1671.1063,0.205798,164.59921,B4
1671.6063,0.20654,210.11819,B4
1672.1063,0.206691,214.86406,B4
1672.6063,0.206604,158.36803,B4
1673.1063,0.214012,119.99279,B4
1673.6063,0.224444,131.7466,B4
1674.1063,0.220627,140.58536,B4
1674.6063,0.211064,125.11554,B4
1675.1063,0.211533,140.3485,B4
1675.6063,0.216048,208.47113,B4
1676.1063,0.216692,247.44122,B4
1676.6063,0.215774,224.16985,B4
1677.1063,0.214243,182.33765,B4
1677.6063,0.212464,139.56175,B4
1678.1063,0.211711,107.54049,B4
1678.6063,0.211372,90.991997,B4
1679.1063,0.214097,81.508583,B4
1679.6063,0.218056,75.699326,B4
1680.1063,0.215115,69.388,B4
1680.6063,0.20939,60.89027,B4
1681.1063,0.204316,57.798599,B4
1681.6063,0.199503,63.17514,B4
1682.1063,0.198991,82.585358,B4
1682.6063,0.200215,118.2739,B4
1683.1063,0.205303,153.22363,B4
1683.6063,0.211951,180.57127,B4
1684.1063,0.213374,171.04504,B4
1684.6063,0.21269,112.83914,B4
1685.1063,0.212815,77.043175,B4
1685.6063,0.213266,92.328682,B4
1686.1063,0.212522,127.74073,B4
1686.6063,0.211296,170.79472,B4
1687.1063,0.213617,197.03481,B4
1687.6063,0.217367,196.5976,B4
1688.1063,0.218684,172.42039,B4
1688.6063,0.219019,125.68792,B4
1689.1063,0.213823,87.487221,B4
1689.6063,0.206397,70.356209,B4
1690.1063,0.204929,63.900051,B4
1690.6063,0.205863,63.926365,B4
1691.1063,0.206586,79.365753,B4
1691.6063,0.207223,113.82008,B4
1692.1063,0.213848,145.1684,B4
1692.6063,0.222887,164.48898,B4
1693.1063,0.216247,150.46831,B4
